signal,label,source,family,reliability,unit,month,fiscal_year,value,peer_value,n,latency
peer_deals,Sector transactions completed,Preqin,Market data,0.82,per month,2025-02,FY25,16.0,,284,2.0
peer_deals,Sector transactions completed,Preqin,Market data,0.82,per month,2025-03,FY25,23.0,,284,2.0
indep_share,Independent share of UK practices,Gain.Pro,Market data,0.75,%,2022-10,FY23,0.6268744718892284,,4100,3.0
indep_share,Independent share of UK practices,Gain.Pro,Market data,0.75,%,2022-11,FY23,0.6235573748813458,,4100,3.0
indep_share,Independent share of UK practices,Gain.Pro,Market data,0.75,%,2022-12,FY23,0.6224568382437478,,4100,3.0
indep_share,Independent share of UK practices,Gain.Pro,Market data,0.75,%,2023-01,FY23,0.6137048132036149,,4100,3.0
indep_share,Independent share of UK practices,Gain.Pro,Market data,0.75,%,2023-02,FY23,0.609671468053979,,4100,3.0
indep_share,Independent share of UK practices,Gain.Pro,Market data,0.75,%,2023-03,FY23,0.6065235763756512,,4100,3.0
indep_share,Independent share of UK practices,Gain.Pro,Market data,0.75,%,2023-04,FY24,0.6069781972434658,,4100,3.0
indep_share,Independent share of UK practices,Gain.Pro,Market data,0.75,%,2023-05,FY24,0.589701152693317,,4100,3.0
indep_share,Independent share of UK practices,Gain.Pro,Market data,0.75,%,2023-06,FY24,0.5864294257095554,,4100,3.0
indep_share,Independent share of UK practices,Gain.Pro,Market data,0.75,%,2023-07,FY24,0.5986086364306853,,4100,3.0
indep_share,Independent share of UK practices,Gain.Pro,Market data,0.75,%,2023-08,FY24,0.5832109294550645,,4100,3.0
indep_share,Independent share of UK practices,Gain.Pro,Market data,0.75,%,2023-09,FY24,0.5802497386387913,,4100,3.0
indep_share,Independent share of UK practices,Gain.Pro,Market data,0.75,%,2023-10,FY24,0.5710464358468916,,4100,3.0
indep_share,Independent share of UK practices,Gain.Pro,Market data,0.75,%,2023-11,FY24,0.5798716881235326,,4100,3.0
indep_share,Independent share of UK practices,Gain.Pro,Market data,0.75,%,2023-12,FY24,0.5719321765070103,,4100,3.0
indep_share,Independent share of UK practices,Gain.Pro,Market data,0.75,%,2024-01,FY24,0.5654656409105021,,4100,3.0
indep_share,Independent share of UK practices,Gain.Pro,Market data,0.75,%,2024-02,FY24,0.5748453438125469,,4100,3.0
indep_share,Independent share of UK practices,Gain.Pro,Market data,0.75,%,2024-03,FY24,0.5534853213514227,,4100,3.0
indep_share,Independent share of UK practices,Gain.Pro,Market data,0.75,%,2024-04,FY25,0.5571677710888242,,4100,3.0
indep_share,Independent share of UK practices,Gain.Pro,Market data,0.75,%,2024-05,FY25,0.5422934204763374,,4100,3.0
indep_share,Independent share of UK practices,Gain.Pro,Market data,0.75,%,2024-06,FY25,0.5526339551368613,,4100,3.0
indep_share,Independent share of UK practices,Gain.Pro,Market data,0.75,%,2024-07,FY25,0.5469620794649942,,4100,3.0
indep_share,Independent share of UK practices,Gain.Pro,Market data,0.75,%,2024-08,FY25,0.5389892060963528,,4100,3.0
indep_share,Independent share of UK practices,Gain.Pro,Market data,0.75,%,2024-09,FY25,0.5279870434769157,,4100,3.0
indep_share,Independent share of UK practices,Gain.Pro,Market data,0.75,%,2024-10,FY25,0.5296958042923754,,4100,3.0
indep_share,Independent share of UK practices,Gain.Pro,Market data,0.75,%,2024-11,FY25,0.5153401290166209,,4100,3.0
indep_share,Independent share of UK practices,Gain.Pro,Market data,0.75,%,2024-12,FY25,0.5314326388283969,,4100,3.0
indep_share,Independent share of UK practices,Gain.Pro,Market data,0.75,%,2025-01,FY25,0.5202919525391089,,4100,3.0
indep_share,Independent share of UK practices,Gain.Pro,Market data,0.75,%,2025-02,FY25,0.5197380629566085,,4100,3.0
indep_share,Independent share of UK practices,Gain.Pro,Market data,0.75,%,2025-03,FY25,0.5134641482908762,,4100,3.0
sessions,Booking portal sessions,SimilarWeb,Web panel,0.62,per month,2022-10,FY23,425223.1456180806,,412,0.5
sessions,Booking portal sessions,SimilarWeb,Web panel,0.62,per month,2022-11,FY23,416000.61641006736,,412,0.5
sessions,Booking portal sessions,SimilarWeb,Web panel,0.62,per month,2022-12,FY23,408838.30674000294,,412,0.5
sessions,Booking portal sessions,SimilarWeb,Web panel,0.62,per month,2023-01,FY23,445711.80226077203,,412,0.5
sessions,Booking portal sessions,SimilarWeb,Web panel,0.62,per month,2023-02,FY23,428503.94198886334,,412,0.5
sessions,Booking portal sessions,SimilarWeb,Web panel,0.62,per month,2023-03,FY23,458385.25858802535,,412,0.5
sessions,Booking portal sessions,SimilarWeb,Web panel,0.62,per month,2023-04,FY24,461446.16264479666,,412,0.5
sessions,Booking portal sessions,SimilarWeb,Web panel,0.62,per month,2023-05,FY24,420792.82254325325,,412,0.5
sessions,Booking portal sessions,SimilarWeb,Web panel,0.62,per month,2023-06,FY24,423727.58673572494,,412,0.5
sessions,Booking portal sessions,SimilarWeb,Web panel,0.62,per month,2023-07,FY24,451764.9467445626,,412,0.5
sessions,Booking portal sessions,SimilarWeb,Web panel,0.62,per month,2023-08,FY24,437018.03639238,,412,0.5
sessions,Booking portal sessions,SimilarWeb,Web panel,0.62,per month,2023-09,FY24,465229.53590546193,,412,0.5
sessions,Booking portal sessions,SimilarWeb,Web panel,0.62,per month,2023-10,FY24,503312.61338357336,,412,0.5
sessions,Booking portal sessions,SimilarWeb,Web panel,0.62,per month,2023-11,FY24,518644.7493729631,,412,0.5
sessions,Booking portal sessions,SimilarWeb,Web panel,0.62,per month,2023-12,FY24,507022.14629524836,,412,0.5
sessions,Booking portal sessions,SimilarWeb,Web panel,0.62,per month,2024-01,FY24,538977.377422638,,412,0.5
sessions,Booking portal sessions,SimilarWeb,Web panel,0.62,per month,2024-02,FY24,499834.7902701694,,412,0.5
sessions,Booking portal sessions,SimilarWeb,Web panel,0.62,per month,2024-03,FY24,518861.73962623545,,412,0.5
sessions,Booking portal sessions,SimilarWeb,Web panel,0.62,per month,2024-04,FY25,476274.4788712216,,412,0.5
sessions,Booking portal sessions,SimilarWeb,Web panel,0.62,per month,2024-05,FY25,527838.1984556805,,412,0.5
sessions,Booking portal sessions,SimilarWeb,Web panel,0.62,per month,2024-06,FY25,502233.4827518079,,412,0.5
sessions,Booking portal sessions,SimilarWeb,Web panel,0.62,per month,2024-07,FY25,477684.265361248,,412,0.5
sessions,Booking portal sessions,SimilarWeb,Web panel,0.62,per month,2024-08,FY25,477791.7557049918,,412,0.5
sessions,Booking portal sessions,SimilarWeb,Web panel,0.62,per month,2024-09,FY25,529260.8390807959,,412,0.5
sessions,Booking portal sessions,SimilarWeb,Web panel,0.62,per month,2024-10,FY25,569993.0415409629,,412,0.5
sessions,Booking portal sessions,SimilarWeb,Web panel,0.62,per month,2024-11,FY25,560051.029462274,,412,0.5
sessions,Booking portal sessions,SimilarWeb,Web panel,0.62,per month,2024-12,FY25,591154.6130538807,,412,0.5
sessions,Booking portal sessions,SimilarWeb,Web panel,0.62,per month,2025-01,FY25,582391.2768697075,,412,0.5
sessions,Booking portal sessions,SimilarWeb,Web panel,0.62,per month,2025-02,FY25,591259.5361254427,,412,0.5
sessions,Booking portal sessions,SimilarWeb,Web panel,0.62,per month,2025-03,FY25,608004.5314049051,,412,0.5
sessions_pp,Sessions per practice,SimilarWeb,Web panel,0.62,per month,2022-10,FY23,2994.5291944935257,,412,0.5
sessions_pp,Sessions per practice,SimilarWeb,Web panel,0.62,per month,2022-11,FY23,2929.5818057047,,412,0.5
sessions_pp,Sessions per practice,SimilarWeb,Web panel,0.62,per month,2022-12,FY23,2879.1430052112883,,412,0.5
sessions_pp,Sessions per practice,SimilarWeb,Web panel,0.62,per month,2023-01,FY23,3138.815508878676,,412,0.5
sessions_pp,Sessions per practice,SimilarWeb,Web panel,0.62,per month,2023-02,FY23,3017.63339428777,,412,0.5
sessions_pp,Sessions per practice,SimilarWeb,Web panel,0.62,per month,2023-03,FY23,3228.065201324122,,412,0.5
sessions_pp,Sessions per practice,SimilarWeb,Web panel,0.62,per month,2023-04,FY24,3226.8962422713053,,412,0.5
sessions_pp,Sessions per practice,SimilarWeb,Web panel,0.62,per month,2023-05,FY24,2942.6071506521207,,412,0.5
sessions_pp,Sessions per practice,SimilarWeb,Web panel,0.62,per month,2023-06,FY24,2882.500590038945,,412,0.5
sessions_pp,Sessions per practice,SimilarWeb,Web panel,0.62,per month,2023-07,FY24,3073.2309302351196,,412,0.5
sessions_pp,Sessions per practice,SimilarWeb,Web panel,0.62,per month,2023-08,FY24,2894.15918140649,,412,0.5
sessions_pp,Sessions per practice,SimilarWeb,Web panel,0.62,per month,2023-09,FY24,3020.9710123731293,,412,0.5
sessions_pp,Sessions per practice,SimilarWeb,Web panel,0.62,per month,2023-10,FY24,3247.1781508617637,,412,0.5
sessions_pp,Sessions per practice,SimilarWeb,Web panel,0.62,per month,2023-11,FY24,3346.095157244923,,412,0.5
sessions_pp,Sessions per practice,SimilarWeb,Web panel,0.62,per month,2023-12,FY24,3250.141963431079,,412,0.5
sessions_pp,Sessions per practice,SimilarWeb,Web panel,0.62,per month,2024-01,FY24,3454.983188606654,,412,0.5
sessions_pp,Sessions per practice,SimilarWeb,Web panel,0.62,per month,2024-02,FY24,3104.563914721549,,412,0.5
sessions_pp,Sessions per practice,SimilarWeb,Web panel,0.62,per month,2024-03,FY24,3183.2008566026716,,412,0.5
sessions_pp,Sessions per practice,SimilarWeb,Web panel,0.62,per month,2024-04,FY25,2886.511993158919,,412,0.5
sessions_pp,Sessions per practice,SimilarWeb,Web panel,0.62,per month,2024-05,FY25,3160.7077751837155,,412,0.5
sessions_pp,Sessions per practice,SimilarWeb,Web panel,0.62,per month,2024-06,FY25,2954.3146044223995,,412,0.5
sessions_pp,Sessions per practice,SimilarWeb,Web panel,0.62,per month,2024-07,FY25,2777.234100937488,,412,0.5
sessions_pp,Sessions per practice,SimilarWeb,Web panel,0.62,per month,2024-08,FY25,2714.7258846874533,,412,0.5
sessions_pp,Sessions per practice,SimilarWeb,Web panel,0.62,per month,2024-09,FY25,2973.3755004539094,,412,0.5
sessions_pp,Sessions per practice,SimilarWeb,Web panel,0.62,per month,2024-10,FY25,3184.3186678266084,,412,0.5
sessions_pp,Sessions per practice,SimilarWeb,Web panel,0.62,per month,2024-11,FY25,3094.2045826644976,,412,0.5
sessions_pp,Sessions per practice,SimilarWeb,Web panel,0.62,per month,2024-12,FY25,3212.7968100754388,,412,0.5
sessions_pp,Sessions per practice,SimilarWeb,Web panel,0.62,per month,2025-01,FY25,3148.060956052473,,412,0.5
sessions_pp,Sessions per practice,SimilarWeb,Web panel,0.62,per month,2025-02,FY25,3144.997532582142,,412,0.5
sessions_pp,Sessions per practice,SimilarWeb,Web panel,0.62,per month,2025-03,FY25,3216.955192618546,,412,0.5
paid_share,Paid share of sessions,SimilarWeb,Web panel,0.62,%,2022-10,FY23,0.09998236110984512,,412,0.5
paid_share,Paid share of sessions,SimilarWeb,Web panel,0.62,%,2022-11,FY23,0.12436716010178694,,412,0.5
paid_share,Paid share of sessions,SimilarWeb,Web panel,0.62,%,2022-12,FY23,0.13424094433357353,,412,0.5
paid_share,Paid share of sessions,SimilarWeb,Web panel,0.62,%,2023-01,FY23,0.12715218271699877,,412,0.5
paid_share,Paid share of sessions,SimilarWeb,Web panel,0.62,%,2023-02,FY23,0.1443954746570085,,412,0.5
paid_share,Paid share of sessions,SimilarWeb,Web panel,0.62,%,2023-03,FY23,0.1465660648054438,,412,0.5
paid_share,Paid share of sessions,SimilarWeb,Web panel,0.62,%,2023-04,FY24,0.16141505834917513,,412,0.5
paid_share,Paid share of sessions,SimilarWeb,Web panel,0.62,%,2023-05,FY24,0.1831164459442305,,412,0.5
paid_share,Paid share of sessions,SimilarWeb,Web panel,0.62,%,2023-06,FY24,0.18299415619294776,,412,0.5
paid_share,Paid share of sessions,SimilarWeb,Web panel,0.62,%,2023-07,FY24,0.19391334699085694,,412,0.5
paid_share,Paid share of sessions,SimilarWeb,Web panel,0.62,%,2023-08,FY24,0.20055022967370967,,412,0.5
paid_share,Paid share of sessions,SimilarWeb,Web panel,0.62,%,2023-09,FY24,0.16573557366742858,,412,0.5
paid_share,Paid share of sessions,SimilarWeb,Web panel,0.62,%,2023-10,FY24,0.22424174484931048,,412,0.5
paid_share,Paid share of sessions,SimilarWeb,Web panel,0.62,%,2023-11,FY24,0.22789334027926922,,412,0.5
paid_share,Paid share of sessions,SimilarWeb,Web panel,0.62,%,2023-12,FY24,0.2249484311036122,,412,0.5
paid_share,Paid share of sessions,SimilarWeb,Web panel,0.62,%,2024-01,FY24,0.22818043036715213,,412,0.5
paid_share,Paid share of sessions,SimilarWeb,Web panel,0.62,%,2024-02,FY24,0.26700825851597676,,412,0.5
paid_share,Paid share of sessions,SimilarWeb,Web panel,0.62,%,2024-03,FY24,0.2555229946693047,,412,0.5
paid_share,Paid share of sessions,SimilarWeb,Web panel,0.62,%,2024-04,FY25,0.2547681540002194,,412,0.5
paid_share,Paid share of sessions,SimilarWeb,Web panel,0.62,%,2024-05,FY25,0.28505289689137675,,412,0.5
paid_share,Paid share of sessions,SimilarWeb,Web panel,0.62,%,2024-06,FY25,0.28753847721833614,,412,0.5
paid_share,Paid share of sessions,SimilarWeb,Web panel,0.62,%,2024-07,FY25,0.28740113659014366,,412,0.5
paid_share,Paid share of sessions,SimilarWeb,Web panel,0.62,%,2024-08,FY25,0.29334599733562433,,412,0.5
paid_share,Paid share of sessions,SimilarWeb,Web panel,0.62,%,2024-09,FY25,0.28467605028008247,,412,0.5
paid_share,Paid share of sessions,SimilarWeb,Web panel,0.62,%,2024-10,FY25,0.2811972486930326,,412,0.5
paid_share,Paid share of sessions,SimilarWeb,Web panel,0.62,%,2024-11,FY25,0.30237286805983205,,412,0.5
paid_share,Paid share of sessions,SimilarWeb,Web panel,0.62,%,2024-12,FY25,0.31357815021262414,,412,0.5
paid_share,Paid share of sessions,SimilarWeb,Web panel,0.62,%,2025-01,FY25,0.3425276664925585,,412,0.5
paid_share,Paid share of sessions,SimilarWeb,Web panel,0.62,%,2025-02,FY25,0.3180289585652725,,412,0.5
paid_share,Paid share of sessions,SimilarWeb,Web panel,0.62,%,2025-03,FY25,0.3525988912692487,,412,0.5
branded_share,Branded search share,SimilarWeb,Web panel,0.62,%,2022-10,FY23,0.6193730000878418,,412,0.5
branded_share,Branded search share,SimilarWeb,Web panel,0.62,%,2022-11,FY23,0.6130464635939188,,412,0.5
branded_share,Branded search share,SimilarWeb,Web panel,0.62,%,2022-12,FY23,0.5879607118506562,,412,0.5
branded_share,Branded search share,SimilarWeb,Web panel,0.62,%,2023-01,FY23,0.598999211608861,,412,0.5
branded_share,Branded search share,SimilarWeb,Web panel,0.62,%,2023-02,FY23,0.5866146512299565,,412,0.5
branded_share,Branded search share,SimilarWeb,Web panel,0.62,%,2023-03,FY23,0.5842336188808884,,412,0.5
branded_share,Branded search share,SimilarWeb,Web panel,0.62,%,2023-04,FY24,0.585673770533354,,412,0.5
branded_share,Branded search share,SimilarWeb,Web panel,0.62,%,2023-05,FY24,0.5637036953864557,,412,0.5
branded_share,Branded search share,SimilarWeb,Web panel,0.62,%,2023-06,FY24,0.5696207634202832,,412,0.5
branded_share,Branded search share,SimilarWeb,Web panel,0.62,%,2023-07,FY24,0.5618148647918368,,412,0.5
branded_share,Branded search share,SimilarWeb,Web panel,0.62,%,2023-08,FY24,0.5531419026383112,,412,0.5
branded_share,Branded search share,SimilarWeb,Web panel,0.62,%,2023-09,FY24,0.5309414212141461,,412,0.5
branded_share,Branded search share,SimilarWeb,Web panel,0.62,%,2023-10,FY24,0.5275564022467539,,412,0.5
branded_share,Branded search share,SimilarWeb,Web panel,0.62,%,2023-11,FY24,0.523932531669803,,412,0.5
branded_share,Branded search share,SimilarWeb,Web panel,0.62,%,2023-12,FY24,0.5283534722391535,,412,0.5
branded_share,Branded search share,SimilarWeb,Web panel,0.62,%,2024-01,FY24,0.5107560633513557,,412,0.5
branded_share,Branded search share,SimilarWeb,Web panel,0.62,%,2024-02,FY24,0.49166642654436216,,412,0.5
branded_share,Branded search share,SimilarWeb,Web panel,0.62,%,2024-03,FY24,0.526012846098875,,412,0.5
branded_share,Branded search share,SimilarWeb,Web panel,0.62,%,2024-04,FY25,0.4737399048904942,,412,0.5
branded_share,Branded search share,SimilarWeb,Web panel,0.62,%,2024-05,FY25,0.4868334340038573,,412,0.5
branded_share,Branded search share,SimilarWeb,Web panel,0.62,%,2024-06,FY25,0.48674229072906067,,412,0.5
branded_share,Branded search share,SimilarWeb,Web panel,0.62,%,2024-07,FY25,0.4859253147375912,,412,0.5
branded_share,Branded search share,SimilarWeb,Web panel,0.62,%,2024-08,FY25,0.4696927823285124,,412,0.5
branded_share,Branded search share,SimilarWeb,Web panel,0.62,%,2024-09,FY25,0.45549668396227794,,412,0.5
branded_share,Branded search share,SimilarWeb,Web panel,0.62,%,2024-10,FY25,0.46610057589819925,,412,0.5
branded_share,Branded search share,SimilarWeb,Web panel,0.62,%,2024-11,FY25,0.4538232150078504,,412,0.5
branded_share,Branded search share,SimilarWeb,Web panel,0.62,%,2024-12,FY25,0.44514009354922174,,412,0.5
branded_share,Branded search share,SimilarWeb,Web panel,0.62,%,2025-01,FY25,0.443884457523219,,412,0.5
branded_share,Branded search share,SimilarWeb,Web panel,0.62,%,2025-02,FY25,0.437083636455998,,412,0.5
branded_share,Branded search share,SimilarWeb,Web panel,0.62,%,2025-03,FY25,0.4375138822408294,,412,0.5
rev_vol_pp,Review volume per practice,Google Reviews,User reviews,0.72,per month,2022-10,FY23,16.971830985915492,,28400,0.2
rev_vol_pp,Review volume per practice,Google Reviews,User reviews,0.72,per month,2022-11,FY23,15.859154929577464,,28400,0.2
rev_vol_pp,Review volume per practice,Google Reviews,User reviews,0.72,per month,2022-12,FY23,15.169014084507042,,28400,0.2
rev_vol_pp,Review volume per practice,Google Reviews,User reviews,0.72,per month,2023-01,FY23,16.37323943661972,,28400,0.2
rev_vol_pp,Review volume per practice,Google Reviews,User reviews,0.72,per month,2023-02,FY23,15.690140845070422,,28400,0.2
rev_vol_pp,Review volume per practice,Google Reviews,User reviews,0.72,per month,2023-03,FY23,16.859154929577464,,28400,0.2
rev_vol_pp,Review volume per practice,Google Reviews,User reviews,0.72,per month,2023-04,FY24,17.422535211267604,,28400,0.2
rev_vol_pp,Review volume per practice,Google Reviews,User reviews,0.72,per month,2023-05,FY24,17.309859154929576,,28400,0.2
rev_vol_pp,Review volume per practice,Google Reviews,User reviews,0.72,per month,2023-06,FY24,18.669014084507044,,28400,0.2
rev_vol_pp,Review volume per practice,Google Reviews,User reviews,0.72,per month,2023-07,FY24,17.633802816901408,,28400,0.2
rev_vol_pp,Review volume per practice,Google Reviews,User reviews,0.72,per month,2023-08,FY24,16.640845070422536,,28400,0.2
rev_vol_pp,Review volume per practice,Google Reviews,User reviews,0.72,per month,2023-09,FY24,17.6056338028169,,28400,0.2
rev_vol_pp,Review volume per practice,Google Reviews,User reviews,0.72,per month,2023-10,FY24,17.640845070422536,,28400,0.2
rev_vol_pp,Review volume per practice,Google Reviews,User reviews,0.72,per month,2023-11,FY24,16.591549295774648,,28400,0.2
rev_vol_pp,Review volume per practice,Google Reviews,User reviews,0.72,per month,2023-12,FY24,16.0,,28400,0.2
rev_vol_pp,Review volume per practice,Google Reviews,User reviews,0.72,per month,2024-01,FY24,17.422535211267604,,28400,0.2
rev_vol_pp,Review volume per practice,Google Reviews,User reviews,0.72,per month,2024-02,FY24,16.612676056338028,,28400,0.2
rev_vol_pp,Review volume per practice,Google Reviews,User reviews,0.72,per month,2024-03,FY24,17.767605633802816,,28400,0.2
rev_vol_pp,Review volume per practice,Google Reviews,User reviews,0.72,per month,2024-04,FY25,18.190140845070424,,28400,0.2
rev_vol_pp,Review volume per practice,Google Reviews,User reviews,0.72,per month,2024-05,FY25,19.591549295774648,,28400,0.2
rev_vol_pp,Review volume per practice,Google Reviews,User reviews,0.72,per month,2024-06,FY25,19.309859154929576,,28400,0.2
rev_vol_pp,Review volume per practice,Google Reviews,User reviews,0.72,per month,2024-07,FY25,18.711267605633804,,28400,0.2
rev_vol_pp,Review volume per practice,Google Reviews,User reviews,0.72,per month,2024-08,FY25,17.838028169014084,,28400,0.2
rev_vol_pp,Review volume per practice,Google Reviews,User reviews,0.72,per month,2024-09,FY25,18.45774647887324,,28400,0.2
rev_vol_pp,Review volume per practice,Google Reviews,User reviews,0.72,per month,2024-10,FY25,18.204225352112676,,28400,0.2
rev_vol_pp,Review volume per practice,Google Reviews,User reviews,0.72,per month,2024-11,FY25,17.41549295774648,,28400,0.2
rev_vol_pp,Review volume per practice,Google Reviews,User reviews,0.72,per month,2024-12,FY25,17.02112676056338,,28400,0.2
rev_vol_pp,Review volume per practice,Google Reviews,User reviews,0.72,per month,2025-01,FY25,18.140845070422536,,28400,0.2
rev_vol_pp,Review volume per practice,Google Reviews,User reviews,0.72,per month,2025-02,FY25,18.14788732394366,,28400,0.2
rev_vol_pp,Review volume per practice,Google Reviews,User reviews,0.72,per month,2025-03,FY25,18.62676056338028,,28400,0.2
g_rating,"Google rating, estate weighted",Google Reviews,User reviews,0.72,stars,2022-10,FY23,4.450877742946708,,28400,0.2
g_rating,"Google rating, estate weighted",Google Reviews,User reviews,0.72,stars,2022-11,FY23,4.449887218045113,,28400,0.2
g_rating,"Google rating, estate weighted",Google Reviews,User reviews,0.72,stars,2022-12,FY23,4.447900696864111,,28400,0.2
g_rating,"Google rating, estate weighted",Google Reviews,User reviews,0.72,stars,2023-01,FY23,4.450174300770166,,28400,0.2
g_rating,"Google rating, estate weighted",Google Reviews,User reviews,0.72,stars,2023-02,FY23,4.45232911392405,,28400,0.2
g_rating,"Google rating, estate weighted",Google Reviews,User reviews,0.72,stars,2023-03,FY23,4.448710567823344,,28400,0.2
g_rating,"Google rating, estate weighted",Google Reviews,User reviews,0.72,stars,2023-04,FY24,4.446183960471304,,28400,0.2
g_rating,"Google rating, estate weighted",Google Reviews,User reviews,0.72,stars,2023-05,FY24,4.446651358591657,,28400,0.2
g_rating,"Google rating, estate weighted",Google Reviews,User reviews,0.72,stars,2023-06,FY24,4.44759608665269,,28400,0.2
g_rating,"Google rating, estate weighted",Google Reviews,User reviews,0.72,stars,2023-07,FY24,4.43857248247879,,28400,0.2
g_rating,"Google rating, estate weighted",Google Reviews,User reviews,0.72,stars,2023-08,FY24,4.440841788801203,,28400,0.2
g_rating,"Google rating, estate weighted",Google Reviews,User reviews,0.72,stars,2023-09,FY24,4.443066714490675,,28400,0.2
g_rating,"Google rating, estate weighted",Google Reviews,User reviews,0.72,stars,2023-10,FY24,4.435524842547236,,28400,0.2
g_rating,"Google rating, estate weighted",Google Reviews,User reviews,0.72,stars,2023-11,FY24,4.428096125186289,,28400,0.2
g_rating,"Google rating, estate weighted",Google Reviews,User reviews,0.72,stars,2023-12,FY24,4.437497112052369,,28400,0.2
g_rating,"Google rating, estate weighted",Google Reviews,User reviews,0.72,stars,2024-01,FY24,4.425247771836007,,28400,0.2
g_rating,"Google rating, estate weighted",Google Reviews,User reviews,0.72,stars,2024-02,FY24,4.422358660424919,,28400,0.2
g_rating,"Google rating, estate weighted",Google Reviews,User reviews,0.72,stars,2024-03,FY24,4.427713230355943,,28400,0.2
g_rating,"Google rating, estate weighted",Google Reviews,User reviews,0.72,stars,2024-04,FY25,4.4146747303040215,,28400,0.2
g_rating,"Google rating, estate weighted",Google Reviews,User reviews,0.72,stars,2024-05,FY25,4.411168594035301,,28400,0.2
g_rating,"Google rating, estate weighted",Google Reviews,User reviews,0.72,stars,2024-06,FY25,4.406757403529763,,28400,0.2
g_rating,"Google rating, estate weighted",Google Reviews,User reviews,0.72,stars,2024-07,FY25,4.411447124304267,,28400,0.2
g_rating,"Google rating, estate weighted",Google Reviews,User reviews,0.72,stars,2024-08,FY25,4.405016991041087,,28400,0.2
g_rating,"Google rating, estate weighted",Google Reviews,User reviews,0.72,stars,2024-09,FY25,4.401122141997593,,28400,0.2
g_rating,"Google rating, estate weighted",Google Reviews,User reviews,0.72,stars,2024-10,FY25,4.392198133092442,,28400,0.2
g_rating,"Google rating, estate weighted",Google Reviews,User reviews,0.72,stars,2024-11,FY25,4.394869126458531,,28400,0.2
g_rating,"Google rating, estate weighted",Google Reviews,User reviews,0.72,stars,2024-12,FY25,4.382789094327797,,28400,0.2
g_rating,"Google rating, estate weighted",Google Reviews,User reviews,0.72,stars,2025-01,FY25,4.388681220095694,,28400,0.2
g_rating,"Google rating, estate weighted",Google Reviews,User reviews,0.72,stars,2025-02,FY25,4.3848850913376545,,28400,0.2
g_rating,"Google rating, estate weighted",Google Reviews,User reviews,0.72,stars,2025-03,FY25,4.385059299971074,,28400,0.2
tp_rating,Trustpilot rating,Trustpilot,User reviews,0.58,stars,2022-10,FY23,4.035457392358112,4.0575939551128855,3120,0.2
tp_rating,Trustpilot rating,Trustpilot,User reviews,0.58,stars,2022-11,FY23,4.156252348588231,4.004275751661266,3120,0.2
tp_rating,Trustpilot rating,Trustpilot,User reviews,0.58,stars,2022-12,FY23,4.09434012396958,4.024577911049968,3120,0.2
tp_rating,Trustpilot rating,Trustpilot,User reviews,0.58,stars,2023-01,FY23,4.0714662575844995,4.144289922037967,3120,0.2
tp_rating,Trustpilot rating,Trustpilot,User reviews,0.58,stars,2023-02,FY23,3.9900099161370255,4.07337405008846,3120,0.2
tp_rating,Trustpilot rating,Trustpilot,User reviews,0.58,stars,2023-03,FY23,3.9754252444606744,4.048087967451151,3120,0.2
tp_rating,Trustpilot rating,Trustpilot,User reviews,0.58,stars,2023-04,FY24,3.9886970249291784,4.002085648179074,3120,0.2
tp_rating,Trustpilot rating,Trustpilot,User reviews,0.58,stars,2023-05,FY24,3.9587140232409763,4.042829194573181,3120,0.2
tp_rating,Trustpilot rating,Trustpilot,User reviews,0.58,stars,2023-06,FY24,3.8709691992132362,4.01298263162621,3120,0.2
tp_rating,Trustpilot rating,Trustpilot,User reviews,0.58,stars,2023-07,FY24,3.9658470628381517,4.048496647496169,3120,0.2
tp_rating,Trustpilot rating,Trustpilot,User reviews,0.58,stars,2023-08,FY24,3.929225866164564,3.996367951072647,3120,0.2
tp_rating,Trustpilot rating,Trustpilot,User reviews,0.58,stars,2023-09,FY24,3.915663823968016,3.9847470881548697,3120,0.2
tp_rating,Trustpilot rating,Trustpilot,User reviews,0.58,stars,2023-10,FY24,3.7728846483448604,3.9840926490573665,3120,0.2
tp_rating,Trustpilot rating,Trustpilot,User reviews,0.58,stars,2023-11,FY24,3.730129829680825,4.0493718234740195,3120,0.2
tp_rating,Trustpilot rating,Trustpilot,User reviews,0.58,stars,2023-12,FY24,3.8584969329451226,4.043103119844613,3120,0.2
tp_rating,Trustpilot rating,Trustpilot,User reviews,0.58,stars,2024-01,FY24,3.7494853549353637,4.010567883759717,3120,0.2
tp_rating,Trustpilot rating,Trustpilot,User reviews,0.58,stars,2024-02,FY24,3.8259613204780307,4.055607246536995,3120,0.2
tp_rating,Trustpilot rating,Trustpilot,User reviews,0.58,stars,2024-03,FY24,3.6690910121392473,4.019600817463122,3120,0.2
tp_rating,Trustpilot rating,Trustpilot,User reviews,0.58,stars,2024-04,FY25,3.6420319505243643,4.034695196679473,3120,0.2
tp_rating,Trustpilot rating,Trustpilot,User reviews,0.58,stars,2024-05,FY25,3.6262600555346176,4.0054149919264015,3120,0.2
tp_rating,Trustpilot rating,Trustpilot,User reviews,0.58,stars,2024-06,FY25,3.5958066012499947,3.958501484627668,3120,0.2
tp_rating,Trustpilot rating,Trustpilot,User reviews,0.58,stars,2024-07,FY25,3.559943397399088,4.029923720568298,3120,0.2
tp_rating,Trustpilot rating,Trustpilot,User reviews,0.58,stars,2024-08,FY25,3.6917675463634207,4.009318166355253,3120,0.2
