practice_id,month,fiscal_year,cohort,acquired_month,region,revenue,visits,reviews,rating,in_group
P046,2024-03,FY24,Legacy,,North East,74211.0,773.0,18,4.39,1
P046,2024-04,FY25,Legacy,,North East,74454.0,776.0,16,4.39,1
P046,2024-05,FY25,Legacy,,North East,81760.0,852.0,20,4.39,1
P046,2024-06,FY25,Legacy,,North East,81284.0,847.0,25,4.39,1
P046,2024-07,FY25,Legacy,,North East,85580.0,891.0,12,4.39,1
P046,2024-08,FY25,Legacy,,North East,73582.0,766.0,19,4.39,1
P046,2024-09,FY25,Legacy,,North East,75391.0,785.0,20,4.39,1
P046,2024-10,FY25,Legacy,,North East,77026.0,802.0,23,4.39,1
P046,2024-11,FY25,Legacy,,North East,67580.0,704.0,18,4.39,1
P046,2024-12,FY25,Legacy,,North East,72529.0,756.0,11,4.39,1
P046,2025-01,FY25,Legacy,,North East,74163.0,773.0,19,4.39,1
P046,2025-02,FY25,Legacy,,North East,72086.0,751.0,12,4.39,1
P046,2025-03,FY25,Legacy,,North East,80312.0,837.0,30,4.39,1
P047,2022-10,FY23,Legacy,,North East,76795.0,800.0,9,4.37,1
P047,2022-11,FY23,Legacy,,North East,69313.0,722.0,17,4.37,1
P047,2022-12,FY23,Legacy,,North East,65782.0,685.0,19,4.37,1
P047,2023-01,FY23,Legacy,,North East,76317.0,795.0,12,4.37,1
P047,2023-02,FY23,Legacy,,North East,62654.0,653.0,18,4.37,1
P047,2023-03,FY23,Legacy,,North East,76787.0,800.0,22,4.37,1
P047,2023-04,FY24,Legacy,,North East,70540.0,735.0,9,4.37,1
P047,2023-05,FY24,Legacy,,North East,76860.0,801.0,17,4.37,1
P047,2023-06,FY24,Legacy,,North East,75163.0,783.0,15,4.37,1
P047,2023-07,FY24,Legacy,,North East,80348.0,837.0,17,4.37,1
P047,2023-08,FY24,Legacy,,North East,69721.0,726.0,19,4.37,1
P047,2023-09,FY24,Legacy,,North East,84008.0,875.0,20,4.37,1
P047,2023-10,FY24,Legacy,,North East,79624.0,829.0,27,4.37,1
P047,2023-11,FY24,Legacy,,North East,71031.0,740.0,10,4.37,1
P047,2023-12,FY24,Legacy,,North East,73130.0,762.0,19,4.37,1
P047,2024-01,FY24,Legacy,,North East,70450.0,734.0,18,4.37,1
P047,2024-02,FY24,Legacy,,North East,78765.0,820.0,15,4.37,1
P047,2024-03,FY24,Legacy,,North East,80643.0,840.0,10,4.37,1
P047,2024-04,FY25,Legacy,,North East,84437.0,880.0,18,4.37,1
P047,2024-05,FY25,Legacy,,North East,87311.0,909.0,18,4.37,1
P047,2024-06,FY25,Legacy,,North East,83132.0,866.0,17,4.37,1
P047,2024-07,FY25,Legacy,,North East,74570.0,777.0,17,4.37,1
P047,2024-08,FY25,Legacy,,North East,84200.0,877.0,25,4.37,1
P047,2024-09,FY25,Legacy,,North East,71652.0,746.0,23,4.37,1
P047,2024-10,FY25,Legacy,,North East,71513.0,745.0,15,4.37,1
P047,2024-11,FY25,Legacy,,North East,71352.0,743.0,20,4.37,1
P047,2024-12,FY25,Legacy,,North East,78630.0,819.0,22,4.37,1
P047,2025-01,FY25,Legacy,,North East,76096.0,793.0,16,4.37,1
P047,2025-02,FY25,Legacy,,North East,80447.0,838.0,17,4.37,1
P047,2025-03,FY25,Legacy,,North East,80618.0,840.0,15,4.37,1
P048,2022-10,FY23,Legacy,,South West,56813.0,592.0,14,4.16,1
P048,2022-11,FY23,Legacy,,South West,55621.0,579.0,12,4.16,1
P048,2022-12,FY23,Legacy,,South West,42449.0,442.0,12,4.16,1
P048,2023-01,FY23,Legacy,,South West,51664.0,538.0,11,4.16,1
P048,2023-02,FY23,Legacy,,South West,46077.0,480.0,8,4.16,1
P048,2023-03,FY23,Legacy,,South West,59910.0,624.0,10,4.16,1
P048,2023-04,FY24,Legacy,,South West,59246.0,617.0,13,4.16,1
P048,2023-05,FY24,Legacy,,South West,58828.0,613.0,11,4.16,1
P048,2023-06,FY24,Legacy,,South West,53634.0,559.0,5,4.16,1
P048,2023-07,FY24,Legacy,,South West,59520.0,620.0,16,4.16,1
P048,2023-08,FY24,Legacy,,South West,50619.0,527.0,10,4.16,1
P048,2023-09,FY24,Legacy,,South West,54654.0,569.0,10,4.16,1
P048,2023-10,FY24,Legacy,,South West,62827.0,654.0,24,4.16,1
P048,2023-11,FY24,Legacy,,South West,55680.0,580.0,10,4.16,1
P048,2023-12,FY24,Legacy,,South West,52601.0,548.0,14,4.16,1
P048,2024-01,FY24,Legacy,,South West,58025.0,604.0,20,4.16,1
P048,2024-02,FY24,Legacy,,South West,46564.0,485.0,7,4.16,1
P048,2024-03,FY24,Legacy,,South West,51246.0,534.0,10,4.16,1
P048,2024-04,FY25,Legacy,,South West,54458.0,567.0,13,4.16,1
P048,2024-05,FY25,Legacy,,South West,63314.0,660.0,26,4.16,1
P048,2024-06,FY25,Legacy,,South West,63476.0,661.0,13,4.16,1
P048,2024-07,FY25,Legacy,,South West,63347.0,660.0,11,4.16,1
P048,2024-08,FY25,Legacy,,South West,54520.0,568.0,9,4.16,1
P048,2024-09,FY25,Legacy,,South West,62268.0,649.0,13,4.16,1
P048,2024-10,FY25,Legacy,,South West,58196.0,606.0,11,4.16,1
P048,2024-11,FY25,Legacy,,South West,62013.0,646.0,12,4.16,1
P048,2024-12,FY25,Legacy,,South West,56292.0,586.0,10,4.16,1
P048,2025-01,FY25,Legacy,,South West,61196.0,637.0,10,4.16,1
P048,2025-02,FY25,Legacy,,South West,53712.0,560.0,12,4.16,1
P048,2025-03,FY25,Legacy,,South West,62119.0,647.0,22,4.16,1
P049,2022-10,FY23,Legacy,,South East,60583.0,631.0,13,4.66,1
P049,2022-11,FY23,Legacy,,South East,65333.0,681.0,17,4.66,1
P049,2022-12,FY23,Legacy,,South East,51365.0,535.0,9,4.66,1
P049,2023-01,FY23,Legacy,,South East,63510.0,662.0,14,4.66,1
P049,2023-02,FY23,Legacy,,South East,52938.0,551.0,8,4.66,1
P049,2023-03,FY23,Legacy,,South East,64153.0,668.0,14,4.66,1
P049,2023-04,FY24,Legacy,,South East,60869.0,634.0,6,4.66,1
P049,2023-05,FY24,Legacy,,South East,76688.0,799.0,15,4.66,1
P049,2023-06,FY24,Legacy,,South East,66878.0,697.0,18,4.66,1
P049,2023-07,FY24,Legacy,,South East,67415.0,702.0,11,4.66,1
P049,2023-08,FY24,Legacy,,South East,71308.0,743.0,20,4.66,1
P049,2023-09,FY24,Legacy,,South East,65819.0,686.0,18,4.66,1
P049,2023-10,FY24,Legacy,,South East,61249.0,638.0,14,4.66,1
P049,2023-11,FY24,Legacy,,South East,62501.0,651.0,15,4.66,1
P049,2023-12,FY24,Legacy,,South East,54881.0,572.0,14,4.66,1
P049,2024-01,FY24,Legacy,,South East,57725.0,601.0,14,4.66,1
P049,2024-02,FY24,Legacy,,South East,53280.0,555.0,7,4.66,1
P049,2024-03,FY24,Legacy,,South East,64398.0,671.0,14,4.66,1
P049,2024-04,FY25,Legacy,,South East,66316.0,691.0,13,4.66,1
P049,2024-05,FY25,Legacy,,South East,60266.0,628.0,23,4.66,1
P049,2024-06,FY25,Legacy,,South East,66518.0,693.0,11,4.66,1
P049,2024-07,FY25,Legacy,,South East,70056.0,730.0,15,4.66,1
P049,2024-08,FY25,Legacy,,South East,68045.0,709.0,15,4.66,1
P049,2024-09,FY25,Legacy,,South East,71648.0,746.0,13,4.66,1
P049,2024-10,FY25,Legacy,,South East,71403.0,744.0,16,4.66,1
P049,2024-11,FY25,Legacy,,South East,71362.0,743.0,20,4.66,1
P049,2024-12,FY25,Legacy,,South East,60185.0,627.0,15,4.66,1
P049,2025-01,FY25,Legacy,,South East,60499.0,630.0,10,4.66,1
P049,2025-02,FY25,Legacy,,South East,68622.0,715.0,14,4.66,1
P049,2025-03,FY25,Legacy,,South East,67546.0,704.0,14,4.66,1
P050,2022-10,FY23,Legacy,,South East,85688.0,893.0,25,4.81,1
P050,2022-11,FY23,Legacy,,South East,82658.0,861.0,22,4.81,1
P050,2022-12,FY23,Legacy,,South East,77024.0,802.0,24,4.81,1
P050,2023-01,FY23,Legacy,,South East,80270.0,836.0,17,4.81,1
P050,2023-02,FY23,Legacy,,South East,89921.0,937.0,12,4.81,1
P050,2023-03,FY23,Legacy,,South East,84491.0,880.0,24,4.81,1
P050,2023-04,FY24,Legacy,,South East,83128.0,866.0,15,4.81,1
P050,2023-05,FY24,Legacy,,South East,91039.0,948.0,15,4.81,1
P050,2023-06,FY24,Legacy,,South East,99045.0,1032.0,18,4.81,1
P050,2023-07,FY24,Legacy,,South East,97885.0,1020.0,22,4.81,1
P050,2023-08,FY24,Legacy,,South East,91682.0,955.0,19,4.81,1
P050,2023-09,FY24,Legacy,,South East,83128.0,866.0,18,4.81,1
P050,2023-10,FY24,Legacy,,South East,87135.0,908.0,18,4.81,1
P050,2023-11,FY24,Legacy,,South East,77760.0,810.0,14,4.81,1
P050,2023-12,FY24,Legacy,,South East,83269.0,867.0,15,4.81,1
P050,2024-01,FY24,Legacy,,South East,87100.0,907.0,16,4.81,1
P050,2024-02,FY24,Legacy,,South East,83545.0,870.0,13,4.81,1
P050,2024-03,FY24,Legacy,,South East,92615.0,965.0,22,4.81,1
P050,2024-04,FY25,Legacy,,South East,98612.0,1027.0,22,4.81,1
P050,2024-05,FY25,Legacy,,South East,100066.0,1042.0,22,4.81,1
P050,2024-06,FY25,Legacy,,South East,97304.0,1014.0,23,4.81,1
P050,2024-07,FY25,Legacy,,South East,90536.0,943.0,25,4.81,1
P050,2024-08,FY25,Legacy,,South East,86753.0,904.0,23,4.81,1
P050,2024-09,FY25,Legacy,,South East,86508.0,901.0,10,4.81,1
P050,2024-10,FY25,Legacy,,South East,82539.0,860.0,9,4.81,1
P050,2024-11,FY25,Legacy,,South East,92378.0,962.0,22,4.81,1
P050,2024-12,FY25,Legacy,,South East,91893.0,957.0,13,4.81,1
P050,2025-01,FY25,Legacy,,South East,92897.0,968.0,20,4.81,1
P050,2025-02,FY25,Legacy,,South East,93140.0,970.0,24,4.81,1
P050,2025-03,FY25,Legacy,,South East,113045.0,1178.0,22,4.81,1
P051,2022-10,FY23,Legacy,,Scotland,101302.0,1055.0,28,4.32,1
P051,2022-11,FY23,Legacy,,Scotland,89667.0,934.0,18,4.32,1
P051,2022-12,FY23,Legacy,,Scotland,84723.0,883.0,16,4.32,1
P051,2023-01,FY23,Legacy,,Scotland,91002.0,948.0,28,4.32,1
P051,2023-02,FY23,Legacy,,Scotland,91610.0,954.0,23,4.32,1
P051,2023-03,FY23,Legacy,,Scotland,97971.0,1021.0,28,4.32,1
P051,2023-04,FY24,Legacy,,Scotland,91775.0,956.0,18,4.32,1
P051,2023-05,FY24,Legacy,,Scotland,94371.0,983.0,18,4.32,1
P051,2023-06,FY24,Legacy,,Scotland,94733.0,987.0,10,4.32,1
P051,2023-07,FY24,Legacy,,Scotland,87773.0,914.0,22,4.32,1
P051,2023-08,FY24,Legacy,,Scotland,85091.0,886.0,18,4.32,1
P051,2023-09,FY24,Legacy,,Scotland,99219.0,1034.0,14,4.32,1
P051,2023-10,FY24,Legacy,,Scotland,103220.0,1075.0,20,4.32,1
P051,2023-11,FY24,Legacy,,Scotland,93936.0,978.0,20,4.32,1
P051,2023-12,FY24,Legacy,,Scotland,77779.0,810.0,10,4.32,1
P051,2024-01,FY24,Legacy,,Scotland,109228.0,1138.0,23,4.32,1
P051,2024-02,FY24,Legacy,,Scotland,84166.0,877.0,18,4.32,1
P051,2024-03,FY24,Legacy,,Scotland,97179.0,1012.0,21,4.32,1
P051,2024-04,FY25,Legacy,,Scotland,102273.0,1065.0,18,4.32,1
P051,2024-05,FY25,Legacy,,Scotland,85905.0,895.0,12,4.32,1
P051,2024-06,FY25,Legacy,,Scotland,91459.0,953.0,23,4.32,1
P051,2024-07,FY25,Legacy,,Scotland,103146.0,1074.0,25,4.32,1
P051,2024-08,FY25,Legacy,,Scotland,90675.0,945.0,18,4.32,1
P051,2024-09,FY25,Legacy,,Scotland,85425.0,890.0,8,4.32,1
P051,2024-10,FY25,Legacy,,Scotland,87625.0,913.0,22,4.32,1
P051,2024-11,FY25,Legacy,,Scotland,92279.0,961.0,22,4.32,1
P051,2024-12,FY25,Legacy,,Scotland,97852.0,1019.0,22,4.32,1
P051,2025-01,FY25,Legacy,,Scotland,104907.0,1093.0,19,4.32,1
P051,2025-02,FY25,Legacy,,Scotland,91749.0,956.0,19,4.32,1
P051,2025-03,FY25,Legacy,,Scotland,103348.0,1077.0,20,4.32,1
P052,2022-10,FY23,Legacy,,North East,42817.0,446.0,5,4.72,1
P052,2022-11,FY23,Legacy,,North East,44775.0,466.0,11,4.72,1
P052,2022-12,FY23,Legacy,,North East,39851.0,415.0,7,4.72,1
P052,2023-01,FY23,Legacy,,North East,41202.0,429.0,13,4.72,1
P052,2023-02,FY23,Legacy,,North East,45596.0,475.0,9,4.72,1
P052,2023-03,FY23,Legacy,,North East,46739.0,487.0,12,4.72,1
P052,2023-04,FY24,Legacy,,North East,49609.0,517.0,17,4.72,1
P052,2023-05,FY24,Legacy,,North East,47052.0,490.0,15,4.72,1
P052,2023-06,FY24,Legacy,,North East,48751.0,508.0,12,4.72,1
P052,2023-07,FY24,Legacy,,North East,49794.0,519.0,14,4.72,1
P052,2023-08,FY24,Legacy,,North East,45017.0,469.0,13,4.72,1
P052,2023-09,FY24,Legacy,,North East,51553.0,537.0,15,4.72,1
P052,2023-10,FY24,Legacy,,North East,46350.0,483.0,8,4.72,1
P052,2023-11,FY24,Legacy,,North East,48311.0,503.0,9,4.72,1
P052,2023-12,FY24,Legacy,,North East,48267.0,503.0,8,4.72,1
P052,2024-01,FY24,Legacy,,North East,41412.0,431.0,6,4.72,1
P052,2024-02,FY24,Legacy,,North East,44797.0,467.0,12,4.72,1
P052,2024-03,FY24,Legacy,,North East,51910.0,541.0,10,4.72,1
P052,2024-04,FY25,Legacy,,North East,51136.0,533.0,13,4.72,1
P052,2024-05,FY25,Legacy,,North East,50544.0,527.0,15,4.72,1
P052,2024-06,FY25,Legacy,,North East,53506.0,557.0,15,4.72,1
P052,2024-07,FY25,Legacy,,North East,49666.0,517.0,8,4.72,1
P052,2024-08,FY25,Legacy,,North East,43924.0,458.0,8,4.72,1
P052,2024-09,FY25,Legacy,,North East,54643.0,569.0,5,4.72,1
P052,2024-10,FY25,Legacy,,North East,49410.0,515.0,7,4.72,1
P052,2024-11,FY25,Legacy,,North East,49609.0,517.0,11,4.72,1
P052,2024-12,FY25,Legacy,,North East,41432.0,432.0,4,4.72,1
P052,2025-01,FY25,Legacy,,North East,57914.0,603.0,13,4.72,1
P052,2025-02,FY25,Legacy,,North East,49297.0,514.0,16,4.72,1
P052,2025-03,FY25,Legacy,,North East,56401.0,588.0,12,4.72,1
P053,2022-10,FY23,Legacy,,North West,58833.0,613.0,16,4.74,1
P053,2022-11,FY23,Legacy,,North West,66761.0,695.0,14,4.74,1
P053,2022-12,FY23,Legacy,,North West,55414.0,577.0,10,4.74,1
P053,2023-01,FY23,Legacy,,North West,50675.0,528.0,10,4.74,1
P053,2023-02,FY23,Legacy,,North West,56438.0,588.0,19,4.74,1
P053,2023-03,FY23,Legacy,,North West,61208.0,638.0,11,4.74,1
P053,2023-04,FY24,Legacy,,North West,59888.0,624.0,9,4.74,1
P053,2023-05,FY24,Legacy,,North West,71857.0,749.0,15,4.74,1
P053,2023-06,FY24,Legacy,,North West,64341.0,670.0,14,4.74,1
P053,2023-07,FY24,Legacy,,North West,63723.0,664.0,16,4.74,1
P053,2023-08,FY24,Legacy,,North West,55977.0,583.0,19,4.74,1
P053,2023-09,FY24,Legacy,,North West,68860.0,717.0,16,4.74,1
P053,2023-10,FY24,Legacy,,North West,62349.0,649.0,9,4.74,1
P053,2023-11,FY24,Legacy,,North West,57724.0,601.0,9,4.74,1
P053,2023-12,FY24,Legacy,,North West,55199.0,575.0,12,4.74,1
P053,2024-01,FY24,Legacy,,North West,70590.0,735.0,15,4.74,1
P053,2024-02,FY24,Legacy,,North West,60991.0,635.0,13,4.74,1
P053,2024-03,FY24,Legacy,,North West,64734.0,674.0,16,4.74,1
P053,2024-04,FY25,Legacy,,North West,69779.0,727.0,11,4.74,1
P053,2024-05,FY25,Legacy,,North West,71267.0,742.0,13,4.74,1
P053,2024-06,FY25,Legacy,,North West,67080.0,699.0,16,4.74,1
P053,2024-07,FY25,Legacy,,North West,67960.0,708.0,14,4.74,1
P053,2024-08,FY25,Legacy,,North West,56778.0,591.0,17,4.74,1
P053,2024-09,FY25,Legacy,,North West,64615.0,673.0,8,4.74,1
P053,2024-10,FY25,Legacy,,North West,55081.0,574.0,10,4.74,1
P053,2024-11,FY25,Legacy,,North West,58037.0,605.0,11,4.74,1
P053,2024-12,FY25,Legacy,,North West,56742.0,591.0,13,4.74,1
P053,2025-01,FY25,Legacy,,North West,70627.0,736.0,11,4.74,1
P053,2025-02,FY25,Legacy,,North West,57626.0,600.0,11,4.74,1
P053,2025-03,FY25,Legacy,,North West,74297.0,774.0,14,4.74,1
P054,2022-10,FY23,Legacy,,North West,110672.0,1153.0,16,4.35,1
P054,2022-11,FY23,Legacy,,North West,124265.0,1294.0,22,4.35,1
P054,2022-12,FY23,Legacy,,North West,91854.0,957.0,12,4.35,1
P054,2023-01,FY23,Legacy,,North West,101792.0,1060.0,26,4.35,1
P054,2023-02,FY23,Legacy,,North West,97454.0,1015.0,15,4.35,1
P054,2023-03,FY23,Legacy,,North West,98739.0,1029.0,26,4.35,1
P054,2023-04,FY24,Legacy,,North West,113298.0,1180.0,31,4.35,1
P054,2023-05,FY24,Legacy,,North West,111323.0,1160.0,36,4.35,1
P054,2023-06,FY24,Legacy,,North West,118817.0,1238.0,25,4.35,1
P054,2023-07,FY24,Legacy,,North West,107844.0,1123.0,17,4.35,1
P054,2023-08,FY24,Legacy,,North West,104758.0,1091.0,13,4.35,1
P054,2023-09,FY24,Legacy,,North West,103917.0,1082.0,17,4.35,1
P054,2023-10,FY24,Legacy,,North West,103200.0,1075.0,21,4.35,1
P054,2023-11,FY24,Legacy,,North West,106463.0,1109.0,24,4.35,1
P054,2023-12,FY24,Legacy,,North West,102854.0,1071.0,30,4.35,1
P054,2024-01,FY24,Legacy,,North West,99666.0,1038.0,16,4.35,1
P054,2024-02,FY24,Legacy,,North West,90592.0,944.0,15,4.35,1
P054,2024-03,FY24,Legacy,,North West,110920.0,1155.0,18,4.35,1
P054,2024-04,FY25,Legacy,,North West,112536.0,1172.0,21,4.35,1
P054,2024-05,FY25,Legacy,,North West,130875.0,1363.0,25,4.35,1
P054,2024-06,FY25,Legacy,,North West,114952.0,1197.0,36,4.35,1
P054,2024-07,FY25,Legacy,,North West,117652.0,1226.0,29,4.35,1
P054,2024-08,FY25,Legacy,,North West,109728.0,1143.0,24,4.35,1
P054,2024-09,FY25,Legacy,,North West,116741.0,1216.0,22,4.35,1
P054,2024-10,FY25,Legacy,,North West,116740.0,1216.0,28,4.35,1
P054,2024-11,FY25,Legacy,,North West,95369.0,993.0,16,4.35,1
P054,2024-12,FY25,Legacy,,North West,118956.0,1239.0,24,4.35,1
P054,2025-01,FY25,Legacy,,North West,108375.0,1129.0,22,4.35,1
P054,2025-02,FY25,Legacy,,North West,102191.0,1064.0,24,4.35,1
P054,2025-03,FY25,Legacy,,North West,114531.0,1193.0,26,4.35,1
P055,2022-10,FY23,Legacy,,Midlands,104127.0,1085.0,27,4.37,1
P055,2022-11,FY23,Legacy,,Midlands,99008.0,1031.0,19,4.37,1
P055,2022-12,FY23,Legacy,,Midlands,105560.0,1100.0,25,4.37,1
P055,2023-01,FY23,Legacy,,Midlands,111149.0,1158.0,29,4.37,1
P055,2023-02,FY23,Legacy,,Midlands,93794.0,977.0,25,4.37,1
P055,2023-03,FY23,Legacy,,Midlands,115441.0,1203.0,31,4.37,1
P055,2023-04,FY24,Legacy,,Midlands,128938.0,1343.0,44,4.37,1
P055,2023-05,FY24,Legacy,,Midlands,129339.0,1347.0,29,4.37,1
P055,2023-06,FY24,Legacy,,Midlands,125403.0,1306.0,26,4.37,1
P055,2023-07,FY24,Legacy,,Midlands,125446.0,1307.0,25,4.37,1
P055,2023-08,FY24,Legacy,,Midlands,116292.0,1211.0,23,4.37,1
P055,2023-09,FY24,Legacy,,Midlands,118462.0,1234.0,27,4.37,1
P055,2023-10,FY24,Legacy,,Midlands,117019.0,1219.0,20,4.37,1
P055,2023-11,FY24,Legacy,,Midlands,103745.0,1081.0,22,4.37,1
P055,2023-12,FY24,Legacy,,Midlands,113620.0,1184.0,30,4.37,1
P055,2024-01,FY24,Legacy,,Midlands,106086.0,1105.0,25,4.37,1
P055,2024-02,FY24,Legacy,,Midlands,126265.0,1315.0,26,4.37,1
P055,2024-03,FY24,Legacy,,Midlands,126851.0,1321.0,33,4.37,1
P055,2024-04,FY25,Legacy,,Midlands,130626.0,1361.0,30,4.37,1
P055,2024-05,FY25,Legacy,,Midlands,129318.0,1347.0,32,4.37,1
P055,2024-06,FY25,Legacy,,Midlands,128865.0,1342.0,25,4.37,1
P055,2024-07,FY25,Legacy,,Midlands,126249.0,1315.0,21,4.37,1
P055,2024-08,FY25,Legacy,,Midlands,101688.0,1059.0,12,4.37,1
P055,2024-09,FY25,Legacy,,Midlands,120389.0,1254.0,37,4.37,1
P055,2024-10,FY25,Legacy,,Midlands,126010.0,1313.0,22,4.37,1
P055,2024-11,FY25,Legacy,,Midlands,118971.0,1239.0,27,4.37,1
P055,2024-12,FY25,Legacy,,Midlands,122752.0,1279.0,25,4.37,1
P055,2025-01,FY25,Legacy,,Midlands,99178.0,1033.0,25,4.37,1
P055,2025-02,FY25,Legacy,,Midlands,109793.0,1144.0,24,4.37,1
P055,2025-03,FY25,Legacy,,Midlands,126120.0,1314.0,29,4.37,1
P056,2022-10,FY23,Legacy,,South West,67265.0,701.0,12,4.17,1
P056,2022-11,FY23,Legacy,,South West,73274.0,763.0,14,4.17,1
P056,2022-12,FY23,Legacy,,South West,65740.0,685.0,13,4.17,1
P056,2023-01,FY23,Legacy,,South West,71781.0,748.0,14,4.17,1
P056,2023-02,FY23,Legacy,,South West,72837.0,759.0,19,4.17,1
P056,2023-03,FY23,Legacy,,South West,75015.0,781.0,11,4.17,1
P056,2023-04,FY24,Legacy,,South West,70861.0,738.0,18,4.17,1
P056,2023-05,FY24,Legacy,,South West,80047.0,834.0,14,4.17,1
P056,2023-06,FY24,Legacy,,South West,76792.0,800.0,24,4.17,1
P056,2023-07,FY24,Legacy,,South West,69273.0,722.0,16,4.17,1
P056,2023-08,FY24,Legacy,,South West,71573.0,746.0,18,4.17,1
P056,2023-09,FY24,Legacy,,South West,75457.0,786.0,12,4.17,1
P056,2023-10,FY24,Legacy,,South West,80996.0,844.0,17,4.17,1
P056,2023-11,FY24,Legacy,,South West,75709.0,789.0,26,4.17,1
P056,2023-12,FY24,Legacy,,South West,69841.0,728.0,13,4.17,1
P056,2024-01,FY24,Legacy,,South West,73003.0,760.0,14,4.17,1
P056,2024-02,FY24,Legacy,,South West,68607.0,715.0,14,4.17,1
P056,2024-03,FY24,Legacy,,South West,78643.0,819.0,12,4.17,1
P056,2024-04,FY25,Legacy,,South West,73500.0,766.0,12,4.17,1
P056,2024-05,FY25,Legacy,,South West,84656.0,882.0,31,4.17,1
P056,2024-06,FY25,Legacy,,South West,76013.0,792.0,14,4.17,1
P056,2024-07,FY25,Legacy,,South West,85470.0,890.0,20,4.17,1
P056,2024-08,FY25,Legacy,,South West,79305.0,826.0,18,4.17,1
P056,2024-09,FY25,Legacy,,South West,76840.0,800.0,21,4.17,1
P056,2024-10,FY25,Legacy,,South West,75115.0,782.0,21,4.17,1
P056,2024-11,FY25,Legacy,,South West,75082.0,782.0,18,4.17,1
P056,2024-12,FY25,Legacy,,South West,68167.0,710.0,22,4.17,1
P056,2025-01,FY25,Legacy,,South West,69652.0,726.0,11,4.17,1
P056,2025-02,FY25,Legacy,,South West,80095.0,834.0,24,4.17,1
P056,2025-03,FY25,Legacy,,South West,78357.0,816.0,14,4.17,1
P057,2022-10,FY23,Legacy,,Scotland,50808.0,529.0,12,4.47,1
P057,2022-11,FY23,Legacy,,Scotland,52699.0,549.0,7,4.47,1
P057,2022-12,FY23,Legacy,,Scotland,45274.0,472.0,10,4.47,1
P057,2023-01,FY23,Legacy,,Scotland,43048.0,448.0,11,4.47,1
P057,2023-02,FY23,Legacy,,Scotland,47420.0,494.0,11,4.47,1
P057,2023-03,FY23,Legacy,,Scotland,52715.0,549.0,7,4.47,1
P057,2023-04,FY24,Legacy,,Scotland,51039.0,532.0,13,4.47,1
P057,2023-05,FY24,Legacy,,Scotland,56314.0,587.0,14,4.47,1
P057,2023-06,FY24,Legacy,,Scotland,52093.0,543.0,20,4.47,1
P057,2023-07,FY24,Legacy,,Scotland,54974.0,573.0,18,4.47,1
P057,2023-08,FY24,Legacy,,Scotland,51082.0,532.0,11,4.47,1
P057,2023-09,FY24,Legacy,,Scotland,56878.0,592.0,12,4.47,1
P057,2023-10,FY24,Legacy,,Scotland,58628.0,611.0,12,4.47,1
P057,2023-11,FY24,Legacy,,Scotland,61544.0,641.0,17,4.47,1
P057,2023-12,FY24,Legacy,,Scotland,49221.0,513.0,12,4.47,1
P057,2024-01,FY24,Legacy,,Scotland,54178.0,564.0,10,4.47,1
P057,2024-02,FY24,Legacy,,Scotland,45606.0,475.0,18,4.47,1
P057,2024-03,FY24,Legacy,,Scotland,61207.0,638.0,10,4.47,1
P057,2024-04,FY25,Legacy,,Scotland,67716.0,705.0,11,4.47,1
P057,2024-05,FY25,Legacy,,Scotland,54321.0,566.0,13,4.47,1
P057,2024-06,FY25,Legacy,,Scotland,57010.0,594.0,14,4.47,1
P057,2024-07,FY25,Legacy,,Scotland,62004.0,646.0,11,4.47,1
P057,2024-08,FY25,Legacy,,Scotland,48440.0,505.0,9,4.47,1
P057,2024-09,FY25,Legacy,,Scotland,59545.0,620.0,11,4.47,1
P057,2024-10,FY25,Legacy,,Scotland,54990.0,573.0,12,4.47,1
P057,2024-11,FY25,Legacy,,Scotland,54925.0,572.0,15,4.47,1
P057,2024-12,FY25,Legacy,,Scotland,49637.0,517.0,13,4.47,1
P057,2025-01,FY25,Legacy,,Scotland,51535.0,537.0,13,4.47,1
P057,2025-02,FY25,Legacy,,Scotland,51391.0,535.0,14,4.47,1
P057,2025-03,FY25,Legacy,,Scotland,55581.0,579.0,17,4.47,1
P058,2022-10,FY23,Legacy,,South East,41617.0,434.0,10,4.7,1
P058,2022-11,FY23,Legacy,,South East,41062.0,428.0,9,4.7,1
P058,2022-12,FY23,Legacy,,South East,38469.0,401.0,9,4.7,1
P058,2023-01,FY23,Legacy,,South East,47913.0,499.0,7,4.7,1
P058,2023-02,FY23,Legacy,,South East,46955.0,489.0,10,4.7,1
P058,2023-03,FY23,Legacy,,South East,46160.0,481.0,8,4.7,1
P058,2023-04,FY24,Legacy,,South East,45482.0,474.0,14,4.7,1
P058,2023-05,FY24,Legacy,,South East,47654.0,496.0,7,4.7,1
P058,2023-06,FY24,Legacy,,South East,52893.0,551.0,6,4.7,1
P058,2023-07,FY24,Legacy,,South East,53506.0,557.0,15,4.7,1
P058,2023-08,FY24,Legacy,,South East,54616.0,569.0,10,4.7,1
P058,2023-09,FY24,Legacy,,South East,53544.0,558.0,6,4.7,1
P058,2023-10,FY24,Legacy,,South East,52132.0,543.0,13,4.7,1
P058,2023-11,FY24,Legacy,,South East,43152.0,450.0,5,4.7,1
P058,2023-12,FY24,Legacy,,South East,50217.0,523.0,14,4.7,1
P058,2024-01,FY24,Legacy,,South East,45216.0,471.0,9,4.7,1
P058,2024-02,FY24,Legacy,,South East,47075.0,490.0,12,4.7,1
