date,period,customer_id,customer_name,segment,channel,region,currency,cohort,order_type,invoice_id,sku,sku_name,product_family,quantity,unit_price_local,unit_price_gbp,fx_rate_gbp_per_eur,revenue_local,revenue_gbp,revenue_gbp_cc,unit_cost_gbp,cogs_gbp,fiscal_year,fiscal_quarter
2023-04-02,2023-04,C0302,Stanmore Engineering,SME,Trade Counter,EU - Nordics,EUR,Existing (pre-FY24),Standard,INV-016002,SI-1307,Powder Etch Primer 568,Powder Coatings,3,97.2,83.79,0.856,291.6,249.61,251.37,48.69,146.08,FY24,FY24 Q1
2023-04-02,2023-04,C0302,Stanmore Engineering,SME,Trade Counter,EU - Nordics,EUR,Existing (pre-FY24),Standard,INV-016002,AC-1300,Powder Basecoat 659,Powder Coatings,2,170.96,147.38,0.856,341.93,292.69,294.76,90.04,180.08,FY24,FY24 Q1
2023-04-02,2023-04,C0427,Ingleton Paint & Decorating,Distributor,Distributor,UK - North,GBP,Existing (pre-FY24),Standard,INV-022342,ZN-1105,Marine Basecoat 606,Marine & Offshore,1,265.02,265.02,0.856,265.02,265.02,265.02,184.29,184.29,FY24,FY24 Q1
2023-04-02,2023-04,C0132,Blackthorn Trade Centre,SME,Trade Counter,UK - Midlands,GBP,Existing (pre-FY24),Standard,INV-012259,SI-1305,Powder Finish 204,Powder Coatings,1,92.9,92.9,0.856,92.9,92.9,92.9,56.45,56.45,FY24,FY24 Q1
2023-04-02,2023-04,C0132,Blackthorn Trade Centre,SME,Trade Counter,UK - Midlands,GBP,Existing (pre-FY24),Standard,INV-012259,VX-1408,Specialty Sealer 363,Specialty Resins & Additives,1,395.11,395.11,0.856,395.11,395.11,395.11,214.33,214.33,FY24,FY24 Q1
2023-04-02,2023-04,C0132,Blackthorn Trade Centre,SME,Trade Counter,UK - Midlands,GBP,Existing (pre-FY24),Standard,INV-012259,VX-1404,Specialty Finish 330,Specialty Resins & Additives,1,260.97,260.97,0.856,260.97,260.97,260.97,145.42,145.42,FY24,FY24 Q1
2023-04-02,2023-04,C0132,Blackthorn Trade Centre,SME,Trade Counter,UK - Midlands,GBP,Existing (pre-FY24),Standard,INV-012259,SI-1307,Powder Etch Primer 568,Powder Coatings,1,85.15,85.15,0.856,85.15,85.15,85.15,48.69,48.69,FY24,FY24 Q1
2023-04-02,2023-04,C0211,Latimer Marine Services,SME,Trade Counter,Ireland,EUR,Existing (pre-FY24),Standard,INV-013916,SI-1309,Powder Thinner 475,Powder Coatings,1,155.87,134.36,0.856,155.87,133.42,134.36,79.06,79.06,FY24,FY24 Q1
2023-04-02,2023-04,C0211,Latimer Marine Services,SME,Trade Counter,Ireland,EUR,Existing (pre-FY24),Standard,INV-013916,AC-1310,Powder Topcoat 491,Powder Coatings,1,165.74,142.88,0.856,165.74,141.88,142.88,82.89,82.89,FY24,FY24 Q1
2023-04-02,2023-04,C0417,Elmsworth Engineering,Distributor,Distributor,UK - Midlands,GBP,Existing (pre-FY24),Standard,INV-021066,PR-1013,Industrial Sealer 927,Industrial Protective,1,132.18,132.18,0.856,132.18,132.18,132.18,100.52,100.52,FY24,FY24 Q1
2023-04-02,2023-04,C0417,Elmsworth Engineering,Distributor,Distributor,UK - Midlands,GBP,Existing (pre-FY24),Standard,INV-021066,PU-1203,Architectural Basecoat 206,Architectural Trade,2,47.15,47.15,0.856,94.3,94.3,94.3,37.97,75.93,FY24,FY24 Q1
2023-04-02,2023-04,C0417,Elmsworth Engineering,Distributor,Distributor,UK - Midlands,GBP,Existing (pre-FY24),Standard,INV-021066,TG-1401,Specialty Finish 328,Specialty Resins & Additives,4,310.75,310.75,0.856,1243.01,1243.01,1243.01,217.05,868.2,FY24,FY24 Q1
2023-04-02,2023-04,C0284,Selby Paint & Decorating,SME,Direct Sales,UK - Midlands,GBP,Existing (pre-FY24),Standard,INV-015545,VX-1406,Specialty Thinner 831,Specialty Resins & Additives,1,294.95,294.95,0.856,294.95,294.95,294.95,150.66,150.66,FY24,FY24 Q1
2023-04-02,2023-04,C0223,Redmayne Finishing Ltd,SME,Trade Counter,UK - South,GBP,Existing (pre-FY24),Standard,INV-014129,SI-1309,Powder Thinner 475,Powder Coatings,7,127.44,127.44,0.856,892.11,892.11,892.11,79.06,553.44,FY24,FY24 Q1
2023-04-02,2023-04,C0223,Redmayne Finishing Ltd,SME,Trade Counter,UK - South,GBP,Existing (pre-FY24),Standard,INV-014129,ZN-1109,Marine Finish 533,Marine & Offshore,2,291.91,291.91,0.856,583.82,583.82,583.82,152.22,304.43,FY24,FY24 Q1
2023-04-02,2023-04,C0018,Redmayne Builders Merchants,Key Account,Direct Sales,UK - South,GBP,Existing (pre-FY24),Standard,INV-003007,PU-1201,Architectural Clearcoat 929,Architectural Trade,2,43.48,43.48,0.856,86.95,86.95,86.95,30.74,61.49,FY24,FY24 Q1
2023-04-02,2023-04,C0105,Pentland Paint & Decorating,Mid-Market,Direct Sales,UK - Midlands,GBP,Existing (pre-FY24),Standard,INV-010412,EP-1200,Architectural Thinner 140,Architectural Trade,16,48.72,48.72,0.856,779.51,779.51,779.51,31.22,499.51,FY24,FY24 Q1
2023-04-02,2023-04,C0417,Elmsworth Engineering,Distributor,Distributor,UK - Midlands,GBP,Existing (pre-FY24),Standard,INV-021066,EP-1202,Architectural Clearcoat 145,Architectural Trade,1,48.45,48.45,0.856,48.45,48.45,48.45,41.5,41.5,FY24,FY24 Q1
2023-04-02,2023-04,C0127,Elmsworth Marine Services,SME,E-commerce,UK - North,GBP,Existing (pre-FY24),Standard,INV-012162,MX-1000,Industrial Clearcoat 174,Industrial Protective,1,183.13,183.13,0.856,183.13,183.13,183.13,112.72,112.72,FY24,FY24 Q1
2023-04-02,2023-04,C0232,Selby Steelworks,SME,Trade Counter,UK - Midlands,GBP,Existing (pre-FY24),Standard,INV-014406,EP-1210,Architectural Topcoat 371,Architectural Trade,9,51.6,51.6,0.856,464.37,464.37,464.37,33.89,304.97,FY24,FY24 Q1
2023-04-02,2023-04,C0250,Pentland Trade Centre,SME,Trade Counter,UK - Midlands,GBP,Existing (pre-FY24),Standard,INV-014801,PR-1013,Industrial Sealer 927,Industrial Protective,3,154.84,154.84,0.856,464.53,464.53,464.53,100.52,301.55,FY24,FY24 Q1
2023-04-02,2023-04,C0250,Pentland Trade Centre,SME,Trade Counter,UK - Midlands,GBP,Existing (pre-FY24),Standard,INV-014801,PR-1001,Industrial Finish 723,Industrial Protective,2,142.29,142.29,0.856,284.59,284.59,284.59,80.03,160.06,FY24,FY24 Q1
2023-04-02,2023-04,C0127,Elmsworth Marine Services,SME,E-commerce,UK - North,GBP,Existing (pre-FY24),Standard,INV-012162,PU-1207,Architectural Intermediate 132,Architectural Trade,1,51.63,51.63,0.856,51.63,51.63,51.63,35.04,35.04,FY24,FY24 Q1
2023-04-02,2023-04,C0421,Dunmore Fabrications,Distributor,Distributor,UK - North,GBP,Existing (pre-FY24),Standard,INV-021631,SI-1307,Powder Etch Primer 568,Powder Coatings,6,65.38,65.38,0.856,392.3,392.3,392.3,48.69,292.15,FY24,FY24 Q1
2023-04-02,2023-04,C0421,Dunmore Fabrications,Distributor,Distributor,UK - North,GBP,Existing (pre-FY24),Standard,INV-021631,AC-1308,Powder Intermediate 381,Powder Coatings,13,91.1,91.1,0.856,1184.24,1184.24,1184.24,75.89,986.59,FY24,FY24 Q1
2023-04-02,2023-04,C0338,Nystrom Distribution,SME,E-commerce,EU - Nordics,EUR,Existing (pre-FY24),Standard,INV-016831,PU-1205,Architectural Finish 184,Architectural Trade,2,62.24,53.65,0.856,124.48,106.55,107.3,33.84,67.67,FY24,FY24 Q1
2023-04-02,2023-04,C0338,Nystrom Distribution,SME,E-commerce,EU - Nordics,EUR,Existing (pre-FY24),Standard,INV-016831,EP-1202,Architectural Clearcoat 145,Architectural Trade,1,67.59,58.26,0.856,67.59,57.86,58.26,41.5,41.5,FY24,FY24 Q1
2023-04-02,2023-04,C0338,Nystrom Distribution,SME,E-commerce,EU - Nordics,EUR,Existing (pre-FY24),Standard,INV-016831,PU-1207,Architectural Intermediate 132,Architectural Trade,1,59.15,50.99,0.856,59.15,50.63,50.99,35.04,35.04,FY24,FY24 Q1
2023-04-02,2023-04,C0338,Nystrom Distribution,SME,E-commerce,EU - Nordics,EUR,Existing (pre-FY24),Standard,INV-016831,PU-1215,Architectural Etch Primer 121,Architectural Trade,1,83.77,72.21,0.856,83.77,71.71,72.21,47.9,47.9,FY24,FY24 Q1
2023-04-02,2023-04,C0413,Blackthorn Distribution,Distributor,Distributor,UK - North,GBP,Existing (pre-FY24),Standard,INV-020535,PR-1003,Industrial Clearcoat 594,Industrial Protective,34,130.09,130.09,0.856,4423.05,4423.05,4423.05,95.62,3250.97,FY24,FY24 Q1
2023-04-02,2023-04,C0413,Blackthorn Distribution,Distributor,Distributor,UK - North,GBP,Existing (pre-FY24),Standard,INV-020535,ZN-1103,Marine Topcoat 913,Marine & Offshore,29,239.37,239.37,0.856,6941.67,6941.67,6941.67,173.06,5018.84,FY24,FY24 Q1
2023-04-02,2023-04,C0413,Blackthorn Distribution,Distributor,Distributor,UK - North,GBP,Existing (pre-FY24),Standard,INV-020535,DX-1108,Marine Thinner 344,Marine & Offshore,4,265.67,265.67,0.856,1062.66,1062.66,1062.66,170.76,683.04,FY24,FY24 Q1
2023-04-02,2023-04,C0033,Kestrel Distribution,Mid-Market,E-commerce,UK - North,GBP,Existing (pre-FY24),Standard,INV-005180,PU-1205,Architectural Finish 184,Architectural Trade,3,50.45,50.45,0.856,151.36,151.36,151.36,33.84,101.5,FY24,FY24 Q1
2023-04-02,2023-04,C0338,Nystrom Distribution,SME,E-commerce,EU - Nordics,EUR,Existing (pre-FY24),Standard,INV-016831,EP-1200,Architectural Thinner 140,Architectural Trade,2,58.64,50.55,0.856,117.28,100.4,101.1,31.22,62.44,FY24,FY24 Q1
2023-04-02,2023-04,C0042,Ilkley Contracting,Mid-Market,Direct Sales,UK - South,GBP,Existing (pre-FY24),Standard,INV-005810,SI-1303,Powder Sealer 169,Powder Coatings,1,90.11,90.11,0.856,90.11,90.11,90.11,62.33,62.33,FY24,FY24 Q1
2023-04-02,2023-04,C0108,Marlowe Surface Technologies,Mid-Market,E-commerce,UK - South,GBP,Existing (pre-FY24),Standard,INV-010733,VX-1404,Specialty Finish 330,Specialty Resins & Additives,1,227.54,227.54,0.856,227.54,227.54,227.54,145.42,145.42,FY24,FY24 Q1
2023-04-02,2023-04,C0108,Marlowe Surface Technologies,Mid-Market,E-commerce,UK - South,GBP,Existing (pre-FY24),Standard,INV-010733,VX-1406,Specialty Thinner 831,Specialty Resins & Additives,3,251.36,251.36,0.856,754.09,754.09,754.09,150.66,451.99,FY24,FY24 Q1
2023-04-02,2023-04,C0421,Dunmore Fabrications,Distributor,Distributor,UK - North,GBP,Existing (pre-FY24),Standard,INV-021631,SI-1303,Powder Sealer 169,Powder Coatings,6,76.43,76.43,0.856,458.57,458.57,458.57,62.33,373.96,FY24,FY24 Q1
2023-04-02,2023-04,C0421,Dunmore Fabrications,Distributor,Distributor,UK - North,GBP,Existing (pre-FY24),Standard,INV-021631,SI-1309,Powder Thinner 475,Powder Coatings,14,103.17,103.17,0.856,1444.43,1444.43,1444.43,79.06,1106.88,FY24,FY24 Q1
2023-04-02,2023-04,C0391,Sandhurst Builders Merchants,Distributor,Distributor,UK - South,GBP,Existing (pre-FY24),Standard,INV-018315,MX-1008,Industrial Thinner 425,Industrial Protective,64,155.78,155.78,0.856,9970.06,9970.06,9970.06,116.21,7437.48,FY24,FY24 Q1
2023-04-02,2023-04,C0395,Harlow Finishing Ltd,Distributor,Distributor,UK - South,GBP,Existing (pre-FY24),Standard,INV-018693,PR-1013,Industrial Sealer 927,Industrial Protective,4,130.76,130.76,0.856,523.06,523.06,523.06,100.52,402.06,FY24,FY24 Q1
2023-04-02,2023-04,C0250,Pentland Trade Centre,SME,Trade Counter,UK - Midlands,GBP,Existing (pre-FY24),Standard,INV-014801,PR-1009,Industrial Clearcoat 704,Industrial Protective,1,96.35,96.35,0.856,96.35,96.35,96.35,58.12,58.12,FY24,FY24 Q1
2023-04-02,2023-04,C0395,Harlow Finishing Ltd,Distributor,Distributor,UK - South,GBP,Existing (pre-FY24),Standard,INV-018693,DX-1106,Marine Thinner 814,Marine & Offshore,2,181.2,181.2,0.856,362.4,362.4,362.4,121.73,243.45,FY24,FY24 Q1
2023-04-02,2023-04,C0232,Selby Steelworks,SME,Trade Counter,UK - Midlands,GBP,Existing (pre-FY24),Standard,INV-014406,VX-1402,Specialty Basecoat 172,Specialty Resins & Additives,7,361.64,361.64,0.856,2531.49,2531.49,2531.49,206.28,1443.98,FY24,FY24 Q1
2023-04-02,2023-04,C0232,Selby Steelworks,SME,Trade Counter,UK - Midlands,GBP,Existing (pre-FY24),Standard,INV-014406,PU-1209,Architectural Topcoat 701,Architectural Trade,2,82.14,82.14,0.856,164.28,164.28,164.28,49.78,99.57,FY24,FY24 Q1
2023-04-02,2023-04,C0092,Blackthorn Finishing Ltd,Mid-Market,Trade Counter,UK - South,GBP,Existing (pre-FY24),Standard,INV-009360,PU-1203,Architectural Basecoat 206,Architectural Trade,2,55.64,55.64,0.856,111.28,111.28,111.28,37.97,75.93,FY24,FY24 Q1
2023-04-02,2023-04,C0059,Aalders Marine Services,Mid-Market,Direct Sales,UK - North,GBP,Existing (pre-FY24),Standard,INV-007224,AC-1304,Powder Hardener 392,Powder Coatings,1,119.94,119.94,0.856,119.94,119.94,119.94,74.5,74.5,FY24,FY24 Q1
2023-04-02,2023-04,C0302,Stanmore Engineering,SME,Trade Counter,EU - Nordics,EUR,Existing (pre-FY24),Standard,INV-016002,AC-1308,Powder Intermediate 381,Powder Coatings,1,135.02,116.4,0.856,135.02,115.58,116.4,75.89,75.89,FY24,FY24 Q1
2023-04-02,2023-04,C0038,Whitlock Coatings Group,Mid-Market,Direct Sales,EU - Benelux,EUR,Existing (pre-FY24),Standard,INV-005554,PR-1005,Industrial Basecoat 645,Industrial Protective,1,137.8,118.79,0.856,137.8,117.95,118.79,79.21,79.21,FY24,FY24 Q1
2023-04-02,2023-04,C0038,Whitlock Coatings Group,Mid-Market,Direct Sales,EU - Benelux,EUR,Existing (pre-FY24),Standard,INV-005554,MX-1010,Industrial Clearcoat 270,Industrial Protective,2,158.15,136.33,0.856,316.3,270.75,272.66,88.62,177.23,FY24,FY24 Q1
2023-04-02,2023-04,C0395,Harlow Finishing Ltd,Distributor,Distributor,UK - South,GBP,Existing (pre-FY24),Standard,INV-018693,DX-1102,Marine Clearcoat 265,Marine & Offshore,3,158.48,158.48,0.856,475.45,475.45,475.45,117.87,353.6,FY24,FY24 Q1
2023-04-02,2023-04,C0439,Quorn Protective Systems,Distributor,National Accounts,UK - North,GBP,Existing (pre-FY24),Standard,INV-023201,SI-1305,Powder Finish 204,Powder Coatings,5,76.36,76.36,0.856,381.82,381.82,381.82,56.45,282.24,FY24,FY24 Q1
2023-04-02,2023-04,C0439,Quorn Protective Systems,Distributor,National Accounts,UK - North,GBP,Existing (pre-FY24),Standard,INV-023201,AC-1308,Powder Intermediate 381,Powder Coatings,3,95.48,95.48,0.856,286.44,286.44,286.44,75.89,227.67,FY24,FY24 Q1
2023-04-02,2023-04,C0439,Quorn Protective Systems,Distributor,National Accounts,UK - North,GBP,Existing (pre-FY24),Standard,INV-023201,AC-1304,Powder Hardener 392,Powder Coatings,10,105.07,105.07,0.856,1050.73,1050.73,1050.73,74.5,744.98,FY24,FY24 Q1
2023-04-02,2023-04,C0439,Quorn Protective Systems,Distributor,National Accounts,UK - North,GBP,Existing (pre-FY24),Standard,INV-023201,SI-1311,Powder Primer 434,Powder Coatings,10,72.52,72.52,0.856,725.22,725.22,725.22,55.82,558.23,FY24,FY24 Q1
2023-04-02,2023-04,C0421,Dunmore Fabrications,Distributor,Distributor,UK - North,GBP,Existing (pre-FY24),Standard,INV-021631,AC-1304,Powder Hardener 392,Powder Coatings,6,101.72,101.72,0.856,610.31,610.31,610.31,74.5,446.99,FY24,FY24 Q1
2023-04-02,2023-04,C0038,Whitlock Coatings Group,Mid-Market,Direct Sales,EU - Benelux,EUR,Existing (pre-FY24),Standard,INV-005554,DX-1106,Marine Thinner 814,Marine & Offshore,4,241.61,208.27,0.856,966.42,827.26,833.1,121.73,486.9,FY24,FY24 Q1
2023-04-02,2023-04,C0038,Whitlock Coatings Group,Mid-Market,Direct Sales,EU - Benelux,EUR,Existing (pre-FY24),Standard,INV-005554,ZN-1103,Marine Topcoat 913,Marine & Offshore,1,323.12,278.55,0.856,323.12,276.59,278.55,173.06,173.06,FY24,FY24 Q1
2023-04-02,2023-04,C0240,Thornbury Trade Centre,SME,Trade Counter,UK - South,GBP,Existing (pre-FY24),Standard,INV-014607,MX-1012,Industrial Etch Primer 949,Industrial Protective,2,112.42,112.42,0.856,224.84,224.84,224.84,66.61,133.22,FY24,FY24 Q1
2023-04-02,2023-04,C0240,Thornbury Trade Centre,SME,Trade Counter,UK - South,GBP,Existing (pre-FY24),Standard,INV-014607,PR-1005,Industrial Basecoat 645,Industrial Protective,8,141.15,141.15,0.856,1129.21,1129.21,1129.21,79.21,633.71,FY24,FY24 Q1
2023-04-02,2023-04,C0240,Thornbury Trade Centre,SME,Trade Counter,UK - South,GBP,Existing (pre-FY24),Standard,INV-014607,PR-1003,Industrial Clearcoat 594,Industrial Protective,1,172.16,172.16,0.856,172.16,172.16,172.16,95.62,95.62,FY24,FY24 Q1
2023-04-02,2023-04,C0395,Harlow Finishing Ltd,Distributor,Distributor,UK - South,GBP,Existing (pre-FY24),Standard,INV-018693,MX-1008,Industrial Thinner 425,Industrial Protective,7,150.72,150.72,0.856,1055.01,1055.01,1055.01,116.21,813.47,FY24,FY24 Q1
2023-04-02,2023-04,C0395,Harlow Finishing Ltd,Distributor,Distributor,UK - South,GBP,Existing (pre-FY24),Standard,INV-018693,MX-1000,Industrial Clearcoat 174,Industrial Protective,3,149.49,149.49,0.856,448.48,448.48,448.48,112.72,338.15,FY24,FY24 Q1
2023-04-03,2023-04,C0425,Ossett Distribution,Distributor,Distributor,EU - Nordics,EUR,Existing (pre-FY24),Standard,INV-022044,TG-1409,Specialty Finish 766,Specialty Resins & Additives,10,233.81,201.56,0.856,2338.13,2001.44,2015.56,141.48,1414.81,FY24,FY24 Q1
2023-04-03,2023-04,C0425,Ossett Distribution,Distributor,Distributor,EU - Nordics,EUR,Existing (pre-FY24),Standard,INV-022044,VX-1400,Specialty Sealer 476,Specialty Resins & Additives,4,333.11,287.15,0.856,1332.43,1140.56,1148.61,184.25,737.02,FY24,FY24 Q1
2023-04-03,2023-04,C0445,Harlow Trade Centre,Distributor,Distributor,UK - South,GBP,Existing (pre-FY24),Standard,INV-023924,DX-1100,Marine Primer 939,Marine & Offshore,3,203.49,203.49,0.856,610.46,610.46,610.46,140.06,420.17,FY24,FY24 Q1
2023-04-03,2023-04,C0445,Harlow Trade Centre,Distributor,Distributor,UK - South,GBP,Existing (pre-FY24),Standard,INV-023924,DX-1102,Marine Clearcoat 265,Marine & Offshore,3,163.35,163.35,0.856,490.06,490.06,490.06,117.87,353.6,FY24,FY24 Q1
2023-04-03,2023-04,C0445,Harlow Trade Centre,Distributor,Distributor,UK - South,GBP,Existing (pre-FY24),Standard,INV-023924,DX-1108,Marine Thinner 344,Marine & Offshore,7,261.8,261.8,0.856,1832.61,1832.61,1832.61,170.76,1195.32,FY24,FY24 Q1
2023-04-03,2023-04,C0445,Harlow Trade Centre,Distributor,Distributor,UK - South,GBP,Existing (pre-FY24),Standard,INV-023924,ZN-1105,Marine Basecoat 606,Marine & Offshore,4,260.62,260.62,0.856,1042.46,1042.46,1042.46,184.29,737.18,FY24,FY24 Q1
2023-04-03,2023-04,C0336,Ilkley Paint & Decorating,SME,Trade Counter,UK - South,GBP,Existing (pre-FY24),Standard,INV-016794,SI-1307,Powder Etch Primer 568,Powder Coatings,2,83.97,83.97,0.856,167.94,167.94,167.94,48.69,97.38,FY24,FY24 Q1
2023-04-03,2023-04,C0007,Whitlock Builders Merchants,Key Account,Direct Sales,EU - Nordics,EUR,Existing (pre-FY24),Standard,INV-000912,MX-1012,Industrial Etch Primer 949,Industrial Protective,2,115.76,99.79,0.856,231.52,198.18,199.58,66.61,133.22,FY24,FY24 Q1
2023-04-03,2023-04,C0286,Harlow Industrial Supplies,SME,Trade Counter,UK - South,GBP,Existing (pre-FY24),Standard,INV-015584,EP-1202,Architectural Clearcoat 145,Architectural Trade,1,59.77,59.77,0.856,59.77,59.77,59.77,41.5,41.5,FY24,FY24 Q1
2023-04-03,2023-04,C0007,Whitlock Builders Merchants,Key Account,Direct Sales,EU - Nordics,EUR,Existing (pre-FY24),Standard,INV-000912,PR-1007,Industrial Clearcoat 512,Industrial Protective,4,121.29,104.56,0.856,485.17,415.3,418.23,68.21,272.82,FY24,FY24 Q1
2023-04-03,2023-04,C0007,Whitlock Builders Merchants,Key Account,Direct Sales,EU - Nordics,EUR,Existing (pre-FY24),Standard,INV-000912,MX-1008,Industrial Thinner 425,Industrial Protective,1,206.19,177.75,0.856,206.19,176.5,177.75,116.21,116.21,FY24,FY24 Q1
2023-04-03,2023-04,C0022,Orwell Finishing Ltd,Key Account,National Accounts,EU - Benelux,EUR,Existing (pre-FY24),Standard,INV-003749,SI-1311,Powder Primer 434,Powder Coatings,3,82.19,70.85,0.856,246.57,211.06,212.55,55.82,167.47,FY24,FY24 Q1
2023-04-03,2023-04,C0022,Orwell Finishing Ltd,Key Account,National Accounts,EU - Benelux,EUR,Existing (pre-FY24),Standard,INV-003749,DX-1104,Marine Hardener 415,Marine & Offshore,13,171.08,147.48,0.856,2224.1,1903.83,1917.26,97.61,1268.88,FY24,FY24 Q1
2023-04-03,2023-04,C0022,Orwell Finishing Ltd,Key Account,National Accounts,EU - Benelux,EUR,Existing (pre-FY24),Standard,INV-003749,SI-1313,Powder Thinner 115,Powder Coatings,7,102.8,88.61,0.856,719.57,615.96,620.3,71.29,499.0,FY24,FY24 Q1
2023-04-03,2023-04,C0022,Orwell Finishing Ltd,Key Account,National Accounts,EU - Benelux,EUR,Existing (pre-FY24),Standard,INV-003749,AC-1300,Powder Basecoat 659,Powder Coatings,4,145.35,125.29,0.856,581.38,497.67,501.18,90.04,360.17,FY24,FY24 Q1
2023-04-03,2023-04,C0425,Ossett Distribution,Distributor,Distributor,EU - Nordics,EUR,Existing (pre-FY24),Standard,INV-022044,PU-1213,Architectural Sealer 861,Architectural Trade,11,61.75,53.23,0.856,679.23,581.42,585.52,44.82,493.06,FY24,FY24 Q1
2023-04-03,2023-04,C0007,Whitlock Builders Merchants,Key Account,Direct Sales,EU - Nordics,EUR,Existing (pre-FY24),Standard,INV-000912,MX-1000,Industrial Clearcoat 174,Industrial Protective,6,204.77,176.52,0.856,1228.6,1051.68,1059.1,112.72,676.3,FY24,FY24 Q1
2023-04-03,2023-04,C0007,Whitlock Builders Merchants,Key Account,Direct Sales,EU - Nordics,EUR,Existing (pre-FY24),Standard,INV-000912,MX-1002,Industrial Intermediate 850,Industrial Protective,7,202.78,174.8,0.856,1419.45,1215.05,1223.62,114.22,799.55,FY24,FY24 Q1
2023-04-03,2023-04,C0336,Ilkley Paint & Decorating,SME,Trade Counter,UK - South,GBP,Existing (pre-FY24),Standard,INV-016794,PR-1001,Industrial Finish 723,Industrial Protective,9,152.48,152.48,0.856,1372.36,1372.36,1372.36,80.03,720.29,FY24,FY24 Q1
2023-04-03,2023-04,C0312,Pentland Coatings Group,SME,E-commerce,UK - Midlands,GBP,Existing (pre-FY24),Standard,INV-016224,EP-1204,Architectural Basecoat 436,Architectural Trade,1,56.96,56.96,0.856,56.96,56.96,56.96,39.69,39.69,FY24,FY24 Q1
2023-04-03,2023-04,C0336,Ilkley Paint & Decorating,SME,Trade Counter,UK - South,GBP,Existing (pre-FY24),Standard,INV-016794,MX-1002,Industrial Intermediate 850,Industrial Protective,10,194.69,194.69,0.856,1946.9,1946.9,1946.9,114.22,1142.21,FY24,FY24 Q1
2023-04-03,2023-04,C0312,Pentland Coatings Group,SME,E-commerce,UK - Midlands,GBP,Existing (pre-FY24),Standard,INV-016224,PU-1215,Architectural Etch Primer 121,Architectural Trade,1,72.39,72.39,0.856,72.39,72.39,72.39,47.9,47.9,FY24,FY24 Q1
2023-04-03,2023-04,C0249,Stanmore Builders Merchants,SME,Trade Counter,EU - Nordics,EUR,Existing (pre-FY24),Standard,INV-014789,MX-1000,Industrial Clearcoat 174,Industrial Protective,1,215.33,185.62,0.856,215.33,184.32,185.62,112.72,112.72,FY24,FY24 Q1
2023-04-03,2023-04,C0249,Stanmore Builders Merchants,SME,Trade Counter,EU - Nordics,EUR,Existing (pre-FY24),Standard,INV-014789,MX-1008,Industrial Thinner 425,Industrial Protective,1,220.23,189.85,0.856,220.23,188.52,189.85,116.21,116.21,FY24,FY24 Q1
2023-04-03,2023-04,C0268,Sandhurst Fabrications,SME,Direct Sales,UK - South,GBP,Existing (pre-FY24),Standard,INV-015228,PR-1007,Industrial Clearcoat 512,Industrial Protective,2,116.48,116.48,0.856,232.95,232.95,232.95,68.21,136.41,FY24,FY24 Q1
2023-04-03,2023-04,C0268,Sandhurst Fabrications,SME,Direct Sales,UK - South,GBP,Existing (pre-FY24),Standard,INV-015228,MX-1004,Industrial Sealer 279,Industrial Protective,2,131.28,131.28,0.856,262.55,262.55,262.55,77.74,155.48,FY24,FY24 Q1
2023-04-03,2023-04,C0097,Vandermeer Coatings Group,Mid-Market,Direct Sales,UK - South,GBP,Existing (pre-FY24),Standard,INV-009713,VX-1408,Specialty Sealer 363,Specialty Resins & Additives,3,371.42,371.42,0.856,1114.27,1114.27,1114.27,214.33,643.0,FY24,FY24 Q1
2023-04-03,2023-04,C0097,Vandermeer Coatings Group,Mid-Market,Direct Sales,UK - South,GBP,Existing (pre-FY24),Standard,INV-009713,ZN-1103,Marine Topcoat 913,Marine & Offshore,1,284.74,284.74,0.856,284.74,284.74,284.74,173.06,173.06,FY24,FY24 Q1
2023-04-03,2023-04,C0097,Vandermeer Coatings Group,Mid-Market,Direct Sales,UK - South,GBP,Existing (pre-FY24),Standard,INV-009713,ZN-1109,Marine Finish 533,Marine & Offshore,9,281.27,281.27,0.856,2531.44,2531.44,2531.44,152.22,1369.95,FY24,FY24 Q1
2023-04-03,2023-04,C0097,Vandermeer Coatings Group,Mid-Market,Direct Sales,UK - South,GBP,Existing (pre-FY24),Standard,INV-009713,DX-1104,Marine Hardener 415,Marine & Offshore,1,176.05,176.05,0.856,176.05,176.05,176.05,97.61,97.61,FY24,FY24 Q1
2023-04-03,2023-04,C0097,Vandermeer Coatings Group,Mid-Market,Direct Sales,UK - South,GBP,Existing (pre-FY24),Standard,INV-009713,PR-1011,Industrial Primer 364,Industrial Protective,1,138.85,138.85,0.856,138.85,138.85,138.85,90.65,90.65,FY24,FY24 Q1
2023-04-03,2023-04,C0097,Vandermeer Coatings Group,Mid-Market,Direct Sales,UK - South,GBP,Existing (pre-FY24),Standard,INV-009710,PR-1011,Industrial Primer 364,Industrial Protective,3,144.55,144.55,0.856,433.66,433.66,433.66,90.65,271.94,FY24,FY24 Q1
2023-04-03,2023-04,C0097,Vandermeer Coatings Group,Mid-Market,Direct Sales,UK - South,GBP,Existing (pre-FY24),Standard,INV-009710,DX-1104,Marine Hardener 415,Marine & Offshore,2,176.0,176.0,0.856,352.01,352.01,352.01,97.61,195.21,FY24,FY24 Q1
2023-04-03,2023-04,C0268,Sandhurst Fabrications,SME,Direct Sales,UK - South,GBP,Existing (pre-FY24),Standard,INV-015228,MX-1006,Industrial Sealer 703,Industrial Protective,3,121.91,121.91,0.856,365.74,365.74,365.74,67.69,203.07,FY24,FY24 Q1
