oa_id,town,x,y,population,mosaic,mosaic_name,urbanity,panel_devices,panel_rate_observed
OA00252,Wrenfield,106.16362229039987,61.33001355301313,3955,C,Country Living,0.099,72,0.01820480404551201
OA00253,Wrenfield,114.69214633864831,67.92051653709306,2531,B,Prestige Positions,0.499,71,0.02805215329909127
OA00254,Wrenfield,115.02717306867864,62.6653567917238,4782,B,Prestige Positions,0.444,131,0.0273943956503555
OA00255,Wrenfield,111.83986593980663,67.44671971730719,2451,B,Prestige Positions,0.316,51,0.0208078335373317
OA00256,Wrenfield,116.41267010680474,65.36065354338402,3496,F,Suburban Stability,0.733,71,0.02030892448512586
OA00257,Oakmere,30.70097115876368,58.88026411918181,1683,J,Transient Renters,0.363,105,0.062388591800356503
OA00258,Oakmere,27.73668917062948,54.421543517496715,2221,N,Urban Cohesion,0.914,98,0.04412426834759117
OA00259,Oakmere,27.261952698893275,56.92106243447074,2631,K,Municipal Challenge,0.578,110,0.04180919802356518
OA00260,Oakmere,27.1554768003316,52.08902248463835,3315,A,City Prosperity,0.684,235,0.07088989441930618
OA00261,Oakmere,36.78222147955174,52.72258393587631,2209,E,Senior Security,0.199,32,0.014486192847442281
OA00262,Oakmere,27.38143212518252,51.87931212296021,3260,I,Family Basics,0.669,111,0.034049079754601225
OA00263,Oakmere,19.58248589931777,56.25038786614735,4381,O,Rental Hubs,0.205,327,0.07464049303811915
OA00264,Oakmere,30.868080540725636,47.36645242763875,3459,B,Prestige Positions,0.269,89,0.025729979762937265
OA00265,Oakmere,32.23014458198,54.9416560961793,4152,H,Aspiring Homemakers,0.455,206,0.049614643545279384
OA00266,Oakmere,27.6235027903204,56.17110521482236,2813,H,Aspiring Homemakers,0.67,130,0.046214006398862424
OA00267,Oakmere,27.703207432601527,53.911870487193944,2591,O,Rental Hubs,0.945,145,0.05596294866846777
OA00268,Oakmere,29.358049622049275,47.088847766982155,2981,L,Vintage Value,0.278,32,0.010734652801073465
OA00269,Oakmere,29.318187262261624,55.86404584076496,2552,E,Senior Security,0.66,29,0.011363636363636364
OA00270,Oakmere,34.1046284090497,52.67326340355414,2089,I,Family Basics,0.321,80,0.03829583532790809
OA00271,Oakmere,31.448285306710762,69.39921225733886,3477,M,Modest Traditions,0.057,68,0.019557089444923785
OA00272,Oakmere,24.721618237049213,53.430162328043934,2951,K,Municipal Challenge,0.546,112,0.037953236191121655
OA00273,Oakmere,22.981994710630527,53.161485819814466,3409,H,Aspiring Homemakers,0.397,163,0.047814608389557055
OA00274,Oakmere,28.213537050715775,55.64028516449157,3075,H,Aspiring Homemakers,0.74,149,0.04845528455284553
OA00275,Oakmere,27.73265930636753,54.87646372116875,2998,N,Urban Cohesion,0.847,152,0.050700466977985324
OA00276,Oakmere,25.378168297352328,55.895442333245796,3223,J,Transient Renters,0.555,183,0.056779398076326405
OA00277,Oakmere,26.588680325781425,52.829211003398214,3442,L,Vintage Value,0.716,44,0.012783265543288786
OA00278,Oakmere,33.57085309441365,54.22711084095427,1865,B,Prestige Positions,0.363,49,0.026273458445040216
OA00279,Oakmere,27.123223235180042,53.51274771557842,4311,K,Municipal Challenge,0.833,164,0.0380422175829274
OA00280,Oakmere,31.57670880088685,61.2153643288688,4224,L,Vintage Value,0.231,56,0.013257575757575758
OA00281,Oakmere,35.648770992489645,53.850754543743555,2467,K,Municipal Challenge,0.249,103,0.04175111471422781
OA00282,Oakmere,23.08954255672257,56.77289489341133,1767,L,Vintage Value,0.359,24,0.013582342954159592
OA00283,Oakmere,29.429692640285772,55.75005477193917,3795,I,Family Basics,0.663,150,0.039525691699604744
OA00284,Oakmere,21.844650729686087,49.496270707883745,4202,J,Transient Renters,0.25,277,0.06592099000475964
OA00285,Oakmere,35.0770629289987,57.8954747972312,5230,I,Family Basics,0.23,188,0.03594646271510516
OA00286,Oakmere,30.00788718588901,54.11323638241157,2152,K,Municipal Challenge,0.694,78,0.0362453531598513
OA00287,Stanbury,182.36734168385348,94.62832685225494,4376,L,Vintage Value,0.494,45,0.010283363802559415
OA00288,Stanbury,186.81438463741574,94.09051902575098,2828,J,Transient Renters,0.686,164,0.05799151343705799
OA00289,Stanbury,184.0963389995062,93.49245316623691,2171,L,Vintage Value,0.564,35,0.016121602947950252
OA00290,Stanbury,186.65826669284522,96.49234593977778,3106,K,Municipal Challenge,0.861,129,0.041532517707662586
OA00291,Stanbury,184.91790295377413,96.46977300577892,4946,M,Modest Traditions,0.807,97,0.019611807521229277
OA00292,Stanbury,184.9019491850717,96.39869967362581,2733,K,Municipal Challenge,0.809,115,0.04207830223197951
OA00293,Stanbury,185.33311070725887,104.99469120684083,2181,I,Family Basics,0.194,71,0.03255387436955525
OA00294,Stanbury,188.88581832241874,94.27081942683095,5541,G,Domestic Success,0.542,194,0.03501173073452445
OA00295,Stanbury,183.59796270144992,90.63157123454411,3966,K,Municipal Challenge,0.343,159,0.040090771558245086
OA00296,Stanbury,187.51366222011634,97.81269657051271,4015,B,Prestige Positions,0.651,113,0.028144458281444584
OA00297,Stanbury,188.37749639857634,91.17046826735753,3135,L,Vintage Value,0.376,38,0.012121212121212121
OA00298,Stanbury,188.23279119743938,98.43938103009356,1834,D,Rural Reality,0.548,27,0.014721919302071973
OA00299,Stanbury,193.6900643365215,91.65444993798995,1887,H,Aspiring Homemakers,0.201,77,0.04080551139374669
OA00300,Stanbury,188.13060292870222,99.09203025382858,2609,I,Family Basics,0.505,90,0.03449597546952855
OA00301,Stanbury,180.83996305232805,101.93783380606956,5383,F,Suburban Stability,0.239,137,0.025450492290544306
OA00302,Stanbury,185.63470491312611,93.71669833830495,3148,N,Urban Cohesion,0.657,134,0.042566709021601014
OA00303,Stanbury,184.88727236700728,96.92396141238856,3244,B,Prestige Positions,0.769,89,0.027435265104808877
OA00304,Stanbury,183.94661745622523,96.56464162268436,3959,G,Domestic Success,0.679,134,0.033846931043192724
OA00305,Stanbury,185.95081566724593,95.05520049380792,5234,J,Transient Renters,0.842,315,0.06018341612533435
OA00306,Stanbury,186.5426600475525,94.49539132276423,4262,C,Country Living,0.748,89,0.020882214922571564
OA00307,Stanbury,188.68997517436247,91.43164759549484,2104,K,Municipal Challenge,0.381,91,0.04325095057034221
OA00308,Stanbury,183.56690817875315,91.95546183918214,2979,F,Suburban Stability,0.424,72,0.02416918429003021
OA00309,Stanbury,185.83537265524566,81.30757389460075,2566,C,Country Living,0.069,52,0.020265003897116135
OA00310,Stanbury,184.4993909252011,94.1161233510452,2685,B,Prestige Positions,0.645,70,0.0260707635009311
OA00311,Stanbury,186.72182367894067,99.21614009857386,3925,B,Prestige Positions,0.549,120,0.030573248407643312
OA00312,Stanbury,180.87395862690553,99.82420080550985,3775,L,Vintage Value,0.313,41,0.010860927152317882
OA00313,Stanbury,188.66236213092188,92.25533337476732,3152,F,Suburban Stability,0.434,85,0.026967005076142133
OA00314,Stanbury,185.78449854840153,91.85250431851101,3710,F,Suburban Stability,0.47,104,0.028032345013477088
OA00315,Stanbury,185.83106595737198,94.56493087557446,3225,J,Transient Renters,0.769,176,0.05457364341085271
OA00316,Stanbury,188.25214532367931,97.30180215381485,2706,H,Aspiring Homemakers,0.623,126,0.04656319290465632
OA00317,Stanbury,190.3875137890164,98.64127789436526,3628,M,Modest Traditions,0.394,80,0.022050716648291068
OA00318,Stanbury,187.31908214836847,94.20624901914304,2161,O,Rental Hubs,0.667,155,0.07172605275335493
OA00319,Stanbury,183.59201625399618,98.84683616290617,4137,L,Vintage Value,0.508,56,0.01353637901861252
OA00320,Stanbury,190.36448254525058,107.639128211,3200,D,Rural Reality,0.104,45,0.0140625
OA00321,Stanbury,182.03701140670262,87.85952024918437,4528,C,Country Living,0.193,93,0.02053886925795053
OA00322,Stanbury,185.4563401205079,98.95654426200436,3681,J,Transient Renters,0.579,211,0.05732138005976637
OA00323,Stanbury,189.4595430924763,94.13276465457692,2712,F,Suburban Stability,0.489,74,0.02728613569321534
OA00324,Stanbury,189.04607030541848,101.29379887350449,3262,M,Modest Traditions,0.329,62,0.01900674432863274
OA00325,Ledbury Cross,74.23907361885763,161.20978909705005,3169,M,Modest Traditions,0.291,54,0.01704007573366993
OA00326,Ledbury Cross,70.54959100587334,162.59430013669834,2093,L,Vintage Value,0.312,29,0.01385570950788342
OA00327,Ledbury Cross,74.82154433989821,158.39028731080347,3999,B,Prestige Positions,0.173,112,0.028007001750437608
OA00328,Ledbury Cross,73.89213522902031,166.73178705129965,2140,K,Municipal Challenge,0.793,83,0.03878504672897196
OA00329,Ledbury Cross,77.36916659369062,171.60711704882877,2235,F,Suburban Stability,0.408,59,0.026398210290827742
OA00330,Ledbury Cross,74.36541570278358,171.37268982780483,3266,L,Vintage Value,0.54,40,0.01224739742804654
OA00331,Ledbury Cross,70.52547506578168,166.47384213738871,2614,I,Family Basics,0.502,96,0.036725325172149964
OA00332,Ledbury Cross,74.97885580167969,169.26741504950633,3064,M,Modest Traditions,0.747,62,0.020234986945169713
OA00333,Ledbury Cross,70.33965636941933,165.10489611368942,3229,H,Aspiring Homemakers,0.428,149,0.04614431712604521
OA00334,Ledbury Cross,74.9703482171434,173.0370896097208,1562,E,Senior Security,0.394,19,0.012163892445582587
OA00335,Ledbury Cross,66.01418743426687,166.74944863326786,2878,G,Domestic Success,0.23,90,0.03127171646977067
OA00336,Ledbury Cross,69.62756789736704,164.043192473754,4545,E,Senior Security,0.342,67,0.014741474147414741
OA00337,Ledbury Cross,71.57944657261864,167.66120712843028,2547,G,Domestic Success,0.641,86,0.03376521397722811
OA00338,Ledbury Cross,73.9960287811961,167.7972559939519,1352,A,City Prosperity,0.964,97,0.07174556213017752
OA00339,Ledbury Cross,70.88106262342794,167.3566390560447,4276,H,Aspiring Homemakers,0.56,194,0.045369504209541625
OA00340,Ledbury Cross,69.36446866159474,169.1201569670729,2153,I,Family Basics,0.42,80,0.03715745471435207
OA00341,Ledbury Cross,76.37009319154451,166.82914709050414,2418,O,Rental Hubs,0.618,172,0.07113316790736146
OA00342,Ledbury Cross,74.27063623749964,167.21452374088963,2505,N,Urban Cohesion,0.86,124,0.04950099800399202
OA00343,Ledbury Cross,72.7509802200371,169.92839759618286,3405,E,Senior Security,0.659,48,0.014096916299559472
OA00344,Ledbury Cross,72.48990832103408,168.8996785630303,2827,I,Family Basics,0.726,100,0.035373187124159884
OA00345,Ledbury Cross,72.61874415831545,168.02161578768286,3346,K,Municipal Challenge,0.778,141,0.04213986849970114
OA00346,Pentworth,140.92558722179305,40.2243501999898,4247,C,Country Living,0.05,75,0.01765952437014363
OA00347,Pentworth,136.15462876916783,19.85350027747264,4199,E,Senior Security,0.438,67,0.01595618004286735
OA00348,Pentworth,146.59297583336152,23.769028699255525,5776,B,Prestige Positions,0.21,176,0.030470914127423823
OA00349,Pentworth,144.851628755274,21.37793113696481,3098,B,Prestige Positions,0.263,79,0.025500322788896062
OA00350,Pentworth,143.47059981865897,25.309904078345692,3265,M,Modest Traditions,0.36,74,0.022664624808575805
OA00351,Pentworth,139.1403472520545,25.940657804125394,3247,H,Aspiring Homemakers,0.664,133,0.04096088697259008
OA00352,Pentworth,137.55501461757984,22.4834955355776,2489,J,Transient Renters,0.75,156,0.06267577340297308
OA00353,Pentworth,140.44753353124273,29.49565252027737,4848,K,Municipal Challenge,0.335,196,0.040429042904290426
OA00354,Pentworth,139.61004288164884,25.005782319952452,2790,O,Rental Hubs,0.708,190,0.06810035842293907
OA00355,Pentworth,138.14258550360438,25.244595642233833,2397,F,Suburban Stability,0.796,50,0.020859407592824362
OA00356,Pentworth,140.69938922439437,23.50422031972238,2405,G,Domestic Success,0.607,83,0.03451143451143451
OA00357,Pentworth,135.2352803045152,25.79174577340612,3841,H,Aspiring Homemakers,0.549,184,0.04790419161676647
OA00358,Pentworth,138.8583662740218,18.537416480893192,2607,H,Aspiring Homemakers,0.366,107,0.04104334484081319
OA00359,Pentworth,139.37792845278076,22.31262166643318,3522,K,Municipal Challenge,0.673,139,0.03946621237932993
OA00360,Pentworth,140.01053621774747,25.908231037534854,2636,J,Transient Renters,0.604,137,0.05197268588770865
OA00361,Pentworth,137.49629216000517,23.58829754806592,3128,I,Family Basics,0.888,105,0.03356777493606138
OA00362,Marlcombe,198.4184691733219,151.703776096965,3629,C,Country Living,0.307,64,0.017635712317442823
OA00363,Marlcombe,198.32001270452815,157.75563482226264,3311,G,Domestic Success,0.734,102,0.030806402899426155
OA00364,Marlcombe,196.94404854353363,157.65037435238486,2614,H,Aspiring Homemakers,0.572,129,0.04934965570007651
OA00365,Marlcombe,202.28267101394755,156.4939255507115,4294,H,Aspiring Homemakers,0.608,175,0.0407545412203074
OA00366,Marlcombe,197.94709502486472,160.01755882848536,3798,N,Urban Cohesion,0.593,202,0.05318588730911006
OA00367,Marlcombe,200.14769767552576,159.73389597472078,4393,O,Rental Hubs,0.729,343,0.07807876166628727
OA00368,Marlcombe,198.1278304378732,162.49107474081623,3989,E,Senior Security,0.413,51,0.012785159187766357
OA00369,Marlcombe,202.63212942801215,160.3544550904094,3511,I,Family Basics,0.526,142,0.04044431785816007
OA00370,Marlcombe,201.3140597616676,154.54005260103742,759,G,Domestic Success,0.51,32,0.04216073781291173
OA00371,Marlcombe,201.25844193677798,155.61022222994137,3946,B,Prestige Positions,0.612,114,0.02889001520527116
OA00372,Marlcombe,199.4270473842638,164.01703393637948,2936,F,Suburban Stability,0.333,69,0.023501362397820164
OA00373,Marlcombe,201.4516469550142,159.2041618588226,3583,F,Suburban Stability,0.71,93,0.025955902874686018
OA00374,Marlcombe,199.69884299101903,160.69688086042112,1911,F,Suburban Stability,0.611,51,0.026687598116169546
OA00375,Marlcombe,207.58701532832183,162.56059191060044,3306,C,Country Living,0.2,46,0.013914095583787053
OA00376,Cotterill,12.193137889359786,150.3949661812584,3577,J,Transient Renters,0.923,207,0.05786972323175846
OA00377,Cotterill,7.870093029959381,151.4745754078355,4001,E,Senior Security,0.451,60,0.014996250937265684
OA00378,Cotterill,12.897181461921074,148.7902570053726,3030,J,Transient Renters,0.76,185,0.06105610561056106
OA00379,Cotterill,12.211185632664955,150.3833862357878,2727,N,Urban Cohesion,0.924,115,0.042170883755042174
OA00380,Cotterill,9.205874710359337,149.18000223342239,2930,I,Family Basics,0.589,112,0.03822525597269624
OA00381,Cotterill,10.890147511819004,148.4576543707389,3775,I,Family Basics,0.708,141,0.037350993377483446
OA00382,Cotterill,9.326098168143362,154.72788118779084,3437,I,Family Basics,0.372,145,0.04218795461157986
OA00383,Cotterill,11.839546907823838,147.30450815082332,2796,I,Family Basics,0.612,90,0.032188841201716736
OA00384,Cotterill,11.630123290927985,149.35463319828796,2456,N,Urban Cohesion,0.874,118,0.04804560260586319
OA00385,Cotterill,8.34785303788735,146.18482181638774,3600,G,Domestic Success,0.383,116,0.03222222222222222
OA00386,Cotterill,11.318198016794621,151.2579794411834,2920,J,Transient Renters,0.771,164,0.056164383561643834
OA00387,Cotterill,10.803617114396658,152.1156845593481,3157,E,Senior Security,0.643,56,0.017738359201773836
OA00388,Ravensmoor,172.95030138196375,51.02488595737058,3429,B,Prestige Positions,0.195,97,0.028288130650335374
OA00389,Ravensmoor,163.00069076629336,53.352222784309035,4290,H,Aspiring Homemakers,0.737,185,0.04312354312354312
OA00390,Ravensmoor,164.18139141895827,52.64572869993043,2684,J,Transient Renters,0.885,160,0.05961251862891207
OA00391,Ravensmoor,170.9137369626976,55.036724736449386,3754,B,Prestige Positions,0.253,102,0.02717101758124667
OA00392,Ravensmoor,156.66371076981676,53.19984576315468,1629,L,Vintage Value,0.259,27,0.016574585635359115
OA00393,Ravensmoor,166.94800822444932,50.24632677422615,5665,L,Vintage Value,0.536,70,0.01235657546337158
OA00394,Ravensmoor,167.56498239510535,48.827220330495244,3922,A,City Prosperity,0.42,248,0.06323304436511984
OA00395,Ravensmoor,159.32398386351437,51.125154721631894,2817,G,Domestic Success,0.421,86,0.03052893148739794
OA00396,Ravensmoor,173.58681512258423,49.306428611393486,4255,I,Family Basics,0.164,157,0.036897767332549944
OA00397,Ravensmoor,159.21420315397603,53.85474207269679,2848,B,Prestige Positions,0.393,76,0.026685393258426966
OA00398,Ravensmoor,167.7371113799823,45.564855270089225,2949,M,Modest Traditions,0.258,71,0.024075957951848085
OA00399,Ravensmoor,169.31639460018314,62.28173225168547,3988,G,Domestic Success,0.122,125,0.03134403209628887
OA00400,Ravensmoor,160.64093473416216,54.8515402562809,5708,M,Modest Traditions,0.449,119,0.020847932725998598
OA00401,Ravensmoor,159.18402335530445,58.08222829615196,3180,D,Rural Reality,0.244,53,0.016666666666666666
OA00402,Ravensmoor,160.04635778770148,67.04225806839673,2752,G,Domestic Success,0.059,93,0.03379360465116279
OA00403,Ravensmoor,169.6361248786475,52.54782278673548,3455,B,Prestige Positions,0.357,113,0.03270622286541244
OA00404,Ravensmoor,164.08881416339082,52.1071529349319,2794,I,Family Basics,0.975,90,0.03221188260558339
OA00405,Ravensmoor,166.93812389348562,56.86531162466244,3922,L,Vintage Value,0.356,53,0.013513513513513514
OA00406,Ravensmoor,164.52079249062328,47.2198980910432,2339,G,Domestic Success,0.417,81,0.03463018383924754
OA00407,Elmsford,89.2117701405409,92.66512125043633,1914,H,Aspiring Homemakers,0.721,92,0.04806687565308255
OA00408,Elmsford,87.20422179399769,93.44381213109553,3370,F,Suburban Stability,0.838,94,0.027893175074183978
OA00409,Elmsford,88.52575268917568,98.16188527083878,2461,I,Family Basics,0.466,85,0.034538805363673306
OA00410,Elmsford,89.09182022617105,84.75654715700097,4305,E,Senior Security,0.184,60,0.013937282229965157
OA00411,Elmsford,85.86971186212908,94.17922839585927,4339,G,Domestic Success,0.678,136,0.031343627563954826
OA00412,Elmsford,85.90595740492117,88.69082162153514,2227,M,Modest Traditions,0.354,44,0.019757521329142345
OA00413,Elmsford,83.86891624234782,104.31616116063648,2324,E,Senior Security,0.133,33,0.014199655765920827
OA00414,Elmsford,89.55892472509166,94.80408051709747,2668,A,City Prosperity,0.727,204,0.07646176911544228
OA00415,Elmsford,90.96793589558712,91.390719664618,3201,G,Domestic Success,0.487,107,0.03342705404561075
OA00416,Elmsford,87.27412555041346,95.81420309908917,3542,G,Domestic Success,0.701,126,0.03557312252964427
OA00417,Elmsford,88.06694222324376,93.3101735722182,3347,A,City Prosperity,0.882,216,0.06453540484015537
OA00418,Elmsford,98.66197459596825,98.40130484716708,4194,H,Aspiring Homemakers,0.123,196,0.04673342870767763
OA00419,Elmsford,82.68268238341074,95.49696486327908,3699,I,Family Basics,0.366,138,0.0373073803730738
OA00420,Elmsford,86.1058484570299,94.49504233862237,3579,I,Family Basics,0.701,115,0.03213188041352333
OA00421,Elmsford,88.2231413353796,92.36871511895612,4392,H,Aspiring Homemakers,0.741,235,0.053506375227686705
OA00422,Elmsford,79.28831523643537,94.62571729700676,4183,E,Senior Security,0.204,62,0.014821898159215873
OA00423,Elmsford,84.96248880805992,93.19284919795068,3819,E,Senior Security,0.565,60,0.015710919088766692
OA00424,Elmsford,87.40556377289334,94.287901773692,5106,O,Rental Hubs,0.887,365,0.07148452800626713
OA00425,Elmsford,88.58650567308511,93.5100856259127,3518,K,Municipal Challenge,0.87,149,0.04235361000568505
OA00426,Elmsford,88.87099934223549,99.02767158138745,2588,F,Suburban Stability,0.395,66,0.025502318392581144
OA00427,Elmsford,86.440092851444,97.56093094496707,2025,M,Modest Traditions,0.493,28,0.013827160493827161
OA00428,Elmsford,77.74204809932338,88.26981582122795,2479,E,Senior Security,0.118,40,0.016135538523598225
OA00429,Elmsford,88.67195345098324,89.88520881687941,2787,I,Family Basics,0.469,119,0.042698241837100824
OA00430,Elmsford,90.9142914993594,91.82630347009047,2372,E,Senior Security,0.516,33,0.01391231028667791
OA00431,Elmsford,88.30485825037682,95.86194097568182,3231,C,Country Living,0.71,61,0.01887960383782111
OA00432,Elmsford,98.35002906058243,100.27678311512797,4382,M,Modest Traditions,0.111,91,0.020766773162939296
OA00433,Elmsford,86.37338655610237,93.27485613647427,4235,G,Domestic Success,0.723,146,0.03447461629279811
OA00434,Elmsford,78.04875770395684,89.92865290185253,2580,C,Country Living,0.142,48,0.018604651162790697
OA00435,Elmsford,90.29552143983133,94.13562914602696,3930,H,Aspiring Homemakers,0.658,180,0.04580152671755725
OA00436,Elmsford,89.16005827468769,94.21788630488462,2723,J,Transient Renters,0.807,161,0.05912596401028278
OA00437,Elmsford,86.34449867328411,93.51368815210357,3571,G,Domestic Success,0.731,109,0.030523662839540746
OA00438,Elmsford,87.45295328457115,94.11050561627029,1851,F,Suburban Stability,0.904,40,0.021609940572663425
OA00439,Elmsford,86.5493461348216,88.9061460289963,3132,L,Vintage Value,0.382,41,0.013090676883780333
OA00440,Netherby,65.9527266922175,19.969458405337733,2225,C,Country Living,0.164,38,0.01707865168539326
OA00441,Netherby,55.38840250750121,17.20310839937336,2610,K,Municipal Challenge,0.594,104,0.03984674329501916
OA00442,Netherby,57.843016887106884,21.389156416539205,2834,J,Transient Renters,0.657,141,0.0497529992942837
OA00443,Netherby,54.774070857897705,25.2026780103261,3390,N,Urban Cohesion,0.378,187,0.055162241887905604
OA00444,Netherby,56.383196483157235,18.928711981476877,2438,J,Transient Renters,0.813,135,0.055373256767842494
OA00445,Netherby,57.301604091227425,21.24750446949383,2630,H,Aspiring Homemakers,0.721,128,0.048669201520912544
OA00446,Netherby,54.339062708449205,17.444879512052914,1687,I,Family Basics,0.575,64,0.03793716656787196
OA00447,Netherby,54.50363065269327,22.981792894991308,2708,B,Prestige Positions,0.545,83,0.030649926144756277
OA00448,Netherby,54.89647210235177,20.81125983946468,4035,J,Transient Renters,0.78,230,0.057001239157372985
OA00449,Netherby,59.14531435450432,24.59236900772478,2751,F,Suburban Stability,0.363,75,0.027262813522355506
OA00450,Netherby,69.2159092194037,27.942390197589525,2983,D,Rural Reality,0.061,48,0.01609118337244385
OA00451,Netherby,51.87351714835663,18.50884699453643,3053,H,Aspiring Homemakers,0.45,162,0.05306256141500164
OA00452,Quarrydale,109.8060161823031,110.9284128943919,2568,H,Aspiring Homemakers,0.108,109,0.04244548286604361
OA00453,Quarrydale,121.25016015699087,111.02137211908851,2405,O,Rental Hubs,0.799,158,0.0656964656964657
OA00454,Quarrydale,120.59415933963356,118.06059059094673,4118,G,Domestic Success,0.323,130,0.03156872268091306
OA00455,Quarrydale,119.26058290487936,113.14192344234313,1598,F,Suburban Stability,0.583,38,0.023779724655819776
OA00456,Quarrydale,121.69066890592785,113.03765842142091,5033,M,Modest Traditions,0.821,101,0.020067554142658456
OA00457,Quarrydale,126.07593949265456,112.08657350615113,1621,G,Domestic Success,0.477,39,0.024059222702035782
OA00458,Quarrydale,121.20091588519486,110.97240337787507,2413,N,Urban Cohesion,0.789,111,0.04600082884376295
OA00459,Quarrydale,125.99018135682991,112.15544433013409,1606,H,Aspiring Homemakers,0.484,79,0.04919053549190536
OA00460,Quarrydale,120.92923124483563,111.41118481353452,3853,K,Municipal Challenge,0.801,155,0.04022839345964184
OA00461,Quarrydale,117.28975710648992,117.17284853227825,3326,M,Modest Traditions,0.28,67,0.020144317498496694
OA00462,Quarrydale,126.2175600849678,108.17452172003931,3977,F,Suburban Stability,0.355,92,0.023133014835302994
OA00463,Quarrydale,127.02984725891525,108.39315405451418,2314,E,Senior Security,0.325,29,0.012532411408815903
OA00464,Quarrydale,122.77695698197766,110.18426433850762,3265,N,Urban Cohesion,0.698,166,0.050842266462480856
OA00465,Quarrydale,120.44145883947024,115.52259536265584,3877,F,Suburban Stability,0.496,92,0.0237296879030178
OA00466,Quarrydale,125.68480572581656,108.71398329226936,3107,F,Suburban Stability,0.408,82,0.026392018023817188
OA00467,Quarrydale,121.5855594270243,116.97828803017909,3650,M,Modest Traditions,0.403,76,0.020821917808219178
OA00468,Quarrydale,121.06340750762887,112.01943402924121,2866,N,Urban Cohesion,0.843,129,0.04501046755059316
OA00469,Quarrydale,120.23942984536598,113.0765324281463,3313,A,City Prosperity,0.687,235,0.07093268940537277
OA00470,Quarrydale,128.16082783197356,118.83517488266722,3675,E,Senior Security,0.188,49,0.013333333333333334
OA00471,Quarrydale,122.7714732362804,114.86535048610459,972,K,Municipal Challenge,0.583,27,0.027777777777777776
OA00472,Quarrydale,123.2799767330588,115.37406994606876,3345,L,Vintage Value,0.519,28,0.00837070254110613
OA00473,Quarrydale,125.23340400114219,110.3281886172989,4194,M,Modest Traditions,0.516,84,0.020028612303290415
OA00474,Quarrydale,121.71103004066755,108.81711539502963,2713,I,Family Basics,0.559,93,0.03427939550313306
OA00475,Quarrydale,121.89960166451128,112.61929750186479,3811,A,City Prosperity,0.892,269,0.07058514825505116
OA00476,Quarrydale,123.18434999087421,110.33985870511506,3421,N,Urban Cohesion,0.69,147,0.04296989184448992
OA00477,Quarrydale,119.55829618361778,108.02826380265472,3590,I,Family Basics,0.428,137,0.03816155988857939
OA00478,Quarrydale,115.39668874170042,112.47027392089407,5966,E,Senior Security,0.3,85,0.014247401944351324
OA00479,Wrenfield,124.57297910862397,71.4990239266038,1199,D,Rural Reality,0.02,20,0.016680567139282735
OA00480,Elmsford,99.02537124307747,88.36430875735346,828,D,Rural Reality,0.02,12,0.014492753623188406
OA00481,Oakmere,47.39174334409924,46.03702174562481,235,C,Country Living,0.02,7,0.029787234042553193
OA00482,Oakmere,60.068504772502926,63.543975619228085,970,D,Rural Reality,0.02,11,0.01134020618556701
OA00483,Tarnbrook,116.33269437619869,143.9649414820033,566,C,Country Living,0.02,13,0.022968197879858657
OA00484,Cotterill,27.178393288937496,143.37704342058146,501,C,Country Living,0.02,10,0.01996007984031936
OA00485,Marlcombe,195.62238334222891,169.17381644353247,899,L,Vintage Value,0.02,10,0.011123470522803115
OA00486,Quarrydale,123.23420827755982,120.57952181239828,922,D,Rural Reality,0.02,17,0.01843817787418655
OA00487,Ravensmoor,192.5521846075387,7.254513301025029,1238,C,Country Living,0.02,25,0.020193861066235864
OA00488,Elmsford,62.67635788908808,84.65096759540879,749,L,Vintage Value,0.02,9,0.012016021361815754
OA00489,Marlcombe,179.85947051876977,145.65849769519943,1055,L,Vintage Value,0.02,13,0.012322274881516588
OA00490,Netherby,33.90516689090295,5.912245061986221,277,M,Modest Traditions,0.02,9,0.032490974729241874
OA00491,Cotterill,31.992258452300444,160.55166870751356,813,L,Vintage Value,0.02,13,0.015990159901599015
OA00492,Marlcombe,206.96670047778952,165.11860268161024,780,L,Vintage Value,0.02,6,0.007692307692307693
OA00493,Ravensmoor,169.32462341332604,62.10322166740275,676,C,Country Living,0.02,10,0.014792899408284023
OA00494,Tarnbrook,76.38228529041193,141.25794712515372,790,L,Vintage Value,0.02,7,0.008860759493670886
OA00495,Cotterill,40.948814356100804,157.71465266092886,1343,M,Modest Traditions,0.02,32,0.023827252419955324
OA00496,Ravensmoor,193.06202195485574,52.117472297600365,1026,D,Rural Reality,0.02,10,0.009746588693957114
OA00497,Stanbury,188.41314470673774,67.57981943725142,481,L,Vintage Value,0.02,5,0.010395010395010396
OA00498,Halewood,4.89713794810804,90.87915611767387,1153,M,Modest Traditions,0.02,23,0.0199479618386817
OA00499,Wrenfield,83.45268064519627,55.680690082363476,1043,D,Rural Reality,0.02,16,0.015340364333652923
OA00500,Tarnbrook,96.56119240036047,152.00417306868462,437,L,Vintage Value,0.02,7,0.016018306636155607
OA00501,Halewood,46.52578606435046,120.08560583491668,715,M,Modest Traditions,0.02,12,0.016783216783216783
OA00502,Ledbury Cross,62.651702800938416,148.60698637688392,753,L,Vintage Value,0.02,13,0.017264276228419653
OA00503,Ravensmoor,201.26485896945795,22.018307936711626,705,C,Country Living,0.02,15,0.02127659574468085
OA00504,Halewood,44.08442328654742,92.64033482266981,949,L,Vintage Value,0.02,15,0.015806111696522657
