doc_id,name,category,folder,pages,uploaded_day,relevance,heat
D0295,Machine register 28,Operations & Sites,05 Operations & Sites,11,8,0.037584813307885365,1.0
D0296,Maintenance schedule 6,Operations & Sites,05 Operations & Sites,14,2,1.8832926751862487,1.0
D0297,Site layout 31,Operations & Sites,05 Operations & Sites,17,15,0.008984485147541861,1.0
D0298,Maintenance schedule 7,Operations & Sites,05 Operations & Sites,10,7,2.2147800798324724,1.0
D0299,Quality certification 21,Operations & Sites,05 Operations & Sites,9,11,0.02365543450240185,1.0
D0300,Supplier agreement 5,Operations & Sites,05 Operations & Sites,14,7,2.671811576619406,1.0
D0301,Machine register 4,Operations & Sites,05 Operations & Sites,17,7,1.0709676089130884,1.0
D0302,Quality certification 3,Operations & Sites,05 Operations & Sites,14,10,0.02249921641315348,1.0
D0303,Supplier agreement 12,Operations & Sites,05 Operations & Sites,11,6,0.905850650471239,1.0
D0304,Machine register 4,Operations & Sites,05 Operations & Sites,8,0,2.087152759933473,1.0
D0305,Supplier agreement 23,Operations & Sites,05 Operations & Sites,14,15,3.805488053317802,1.0
D0306,Site layout 9,Operations & Sites,05 Operations & Sites,13,15,1.904966613180665,1.0
D0307,Maintenance schedule 35,Operations & Sites,05 Operations & Sites,20,7,1.2511594502603576,1.0
D0308,Site layout 33,Operations & Sites,05 Operations & Sites,16,1,0.04364242932835892,1.0
D0309,Site layout 24,Operations & Sites,05 Operations & Sites,10,16,0.017633737404429903,1.0
D0310,Machine register 5,Operations & Sites,05 Operations & Sites,16,5,2.0336917426539505,1.0
D0311,Supplier agreement 7,Operations & Sites,05 Operations & Sites,13,2,1.4440616652420777,1.0
D0312,Site layout 22,Operations & Sites,05 Operations & Sites,15,13,1.5955994325821923,1.0
D0313,Supplier agreement 25,Operations & Sites,05 Operations & Sites,11,10,0.019232564109909887,1.0
D0314,Inventory ageing 17,Operations & Sites,05 Operations & Sites,10,13,1.2398319612505018,1.0
D0315,Supplier agreement 18,Operations & Sites,05 Operations & Sites,16,10,0.4109753251205728,1.0
D0316,Site layout 22,Operations & Sites,05 Operations & Sites,15,17,0.01920655336625295,1.0
D0317,Quality certification 30,Operations & Sites,05 Operations & Sites,17,13,0.8064315886804854,1.0
D0318,Quality certification 12,Operations & Sites,05 Operations & Sites,10,12,1.1293738685627923,1.0
D0319,Inventory ageing 28,Operations & Sites,05 Operations & Sites,11,17,0.027361087850828626,1.0
D0320,Site layout 23,Operations & Sites,05 Operations & Sites,15,13,1.5471466630046393,1.0
D0321,Inventory ageing 18,Operations & Sites,05 Operations & Sites,9,1,0.012110741271005351,1.0
D0322,Corporation tax computation 38,Tax,06 Tax,17,17,1.072815306780794,1.0
D0323,Transfer pricing file 14,Tax,06 Tax,27,5,0.03761057933018033,1.0
D0324,VAT return 8,Tax,06 Tax,31,5,0.6856812566821925,1.0
D0325,PAYE settlement 39,Tax,06 Tax,20,4,0.7721879916650963,1.0
D0326,VAT return 34,Tax,06 Tax,25,8,1.8648702150334586,1.0
D0327,Corporation tax computation 34,Tax,06 Tax,23,13,0.04244726092158002,1.0
D0328,VAT return 34,Tax,06 Tax,17,3,0.8406045365663541,1.0
D0329,Corporation tax computation 28,Tax,06 Tax,26,2,0.02662477758927051,1.0
D0330,Corporation tax computation 15,Tax,06 Tax,18,17,0.42181397337944054,1.0
D0331,R&D claim 5,Tax,06 Tax,24,1,0.03722738466270842,1.0
D0332,VAT return 4,Tax,06 Tax,26,8,0.034917238010608254,1.0
D0333,VAT return 20,Tax,06 Tax,22,9,1.2975955112588704,1.0
D0334,PAYE settlement 36,Tax,06 Tax,17,17,0.03880685023323198,1.0
D0335,Corporation tax computation 21,Tax,06 Tax,21,0,0.8945512101782535,1.0
D0336,PAYE settlement 11,Tax,06 Tax,26,5,0.701681608542494,1.0
D0337,Corporation tax computation 11,Tax,06 Tax,28,0,0.7174181031054702,1.0
D0338,Transfer pricing file 17,Tax,06 Tax,22,16,1.1678838729877152,1.0
D0339,VAT return 37,Tax,06 Tax,30,9,0.5593069598552827,1.0
D0340,R&D claim 12,Tax,06 Tax,28,15,1.4047784138700177,1.0
D0341,VAT return 15,Tax,06 Tax,28,2,0.9508229438280812,1.0
D0342,VAT return 17,Tax,06 Tax,20,2,0.8693764750924166,1.0
D0343,PAYE settlement 29,Tax,06 Tax,24,6,1.1061244024227512,1.0
D0344,VAT return 29,Tax,06 Tax,28,7,1.738972165702054,1.0
D0345,Corporation tax computation 30,Tax,06 Tax,25,16,0.9914839864552119,1.0
D0346,Transfer pricing file 22,Tax,06 Tax,23,10,1.455751200085795,1.0
D0347,VAT return 3,Tax,06 Tax,16,10,0.7145405421984259,1.0
D0348,Corporation tax computation 6,Tax,06 Tax,26,7,1.3604132091053196,1.0
D0349,R&D claim 3,Tax,06 Tax,30,14,0.026811240060050427,1.0
D0350,R&D claim 33,Tax,06 Tax,22,16,0.03579070519107233,1.0
D0351,PAYE settlement 1,Tax,06 Tax,27,8,0.5056964239494437,1.0
D0352,Transfer pricing file 6,Tax,06 Tax,27,10,0.035751125641243345,1.0
D0353,PAYE settlement 17,Tax,06 Tax,21,15,1.2121314475052427,1.0
D0354,VAT return 17,Tax,06 Tax,26,4,0.476627000091807,1.0
D0355,System architecture 5,IT & Data,07 IT & Data,9,11,0.8603411067846322,1.0
D0356,System architecture 31,IT & Data,07 IT & Data,12,0,1.082779950146753,1.0
D0357,System architecture 29,IT & Data,07 IT & Data,12,9,0.6406502764700005,1.0
D0358,Cyber assessment 10,IT & Data,07 IT & Data,17,1,0.20572322198792492,1.0
D0359,Cyber assessment 29,IT & Data,07 IT & Data,10,8,0.03526841361087825,1.0
D0360,System architecture 27,IT & Data,07 IT & Data,11,2,0.6602625554970105,1.0
D0361,Data processing agreement 32,IT & Data,07 IT & Data,8,8,0.010732655197914047,1.0
D0362,Data processing agreement 33,IT & Data,07 IT & Data,16,12,0.027301848206670577,1.0
D0363,Cyber assessment 17,IT & Data,07 IT & Data,9,16,0.03413627925868659,1.0
D0364,Cyber assessment 18,IT & Data,07 IT & Data,8,15,0.7448578810388196,1.0
D0365,Licence register 33,IT & Data,07 IT & Data,7,16,1.1973114901611186,1.0
D0366,Data processing agreement 16,IT & Data,07 IT & Data,11,2,0.7780631474143491,1.0
D0367,Data processing agreement 8,IT & Data,07 IT & Data,15,2,1.4629379632661947,1.0
D0368,Data processing agreement 30,IT & Data,07 IT & Data,16,15,0.01359495902802205,1.0
D0369,System architecture 15,IT & Data,07 IT & Data,8,13,0.6723312114425226,1.0
D0370,Licence register 15,IT & Data,07 IT & Data,7,0,1.6415472073666375,1.0
D0371,Licence register 3,IT & Data,07 IT & Data,12,12,2.0350862384250195,1.0
D0372,Licence register 27,IT & Data,07 IT & Data,10,4,0.45366790189151657,1.0
D0373,Cyber assessment 34,IT & Data,07 IT & Data,11,9,0.6257445756618876,1.0
D0374,Licence register 6,IT & Data,07 IT & Data,15,16,1.6980979335369752,1.0
D0375,Cyber assessment 24,IT & Data,07 IT & Data,12,7,0.48533102542000317,1.0
D0376,Data processing agreement 30,IT & Data,07 IT & Data,7,15,0.8587208515686908,1.0
D0377,Licence register 20,IT & Data,07 IT & Data,17,4,0.020194951651313867,1.0
D0378,Cyber assessment 32,IT & Data,07 IT & Data,14,17,1.335979909548536,1.0
D0379,Cyber assessment 27,IT & Data,07 IT & Data,13,6,1.3435432291001883,1.0
D0380,System architecture 39,IT & Data,07 IT & Data,10,13,0.03540803103806646,1.0
D0381,Cyber assessment 16,IT & Data,07 IT & Data,11,8,0.019135270534188904,1.0
D0382,Licence register 2,IT & Data,07 IT & Data,13,5,0.013459159600980482,1.0
D0383,Permit register 15,Environmental & H&S,08 Environmental & H&S,19,14,1.0458104264992725,1.0
D0384,COSHH assessment 18,Environmental & H&S,08 Environmental & H&S,20,2,0.027117203587368174,1.0
D0385,Site condition survey 9,Environmental & H&S,08 Environmental & H&S,23,3,0.014140850744176052,1.0
D0386,COSHH assessment 33,Environmental & H&S,08 Environmental & H&S,12,0,0.03545293946438416,1.0
D0387,COSHH assessment 26,Environmental & H&S,08 Environmental & H&S,26,12,0.3450063815014367,1.0
D0388,Accident log 18,Environmental & H&S,08 Environmental & H&S,16,2,1.3843703671144634,1.0
D0389,Permit register 37,Environmental & H&S,08 Environmental & H&S,12,12,0.7536398660127074,1.0
D0390,Site condition survey 25,Environmental & H&S,08 Environmental & H&S,25,11,0.6840362610555835,1.0
D0391,COSHH assessment 5,Environmental & H&S,08 Environmental & H&S,12,2,1.809566501456044,1.0
D0392,Accident log 9,Environmental & H&S,08 Environmental & H&S,19,0,2.6391930958197767,1.0
D0393,Permit register 17,Environmental & H&S,08 Environmental & H&S,15,7,0.6892208611964291,1.0
D0394,Permit register 38,Environmental & H&S,08 Environmental & H&S,18,2,2.404438166509779,1.0
D0395,Site condition survey 2,Environmental & H&S,08 Environmental & H&S,16,7,0.01568397721243088,1.0
D0396,Permit register 24,Environmental & H&S,08 Environmental & H&S,21,8,0.6788097463764401,1.0
D0397,Accident log 7,Environmental & H&S,08 Environmental & H&S,14,6,0.7487371774346903,1.0
D0398,COSHH assessment 7,Environmental & H&S,08 Environmental & H&S,20,16,2.2496748019465125,1.0
D0399,Accident log 27,Environmental & H&S,08 Environmental & H&S,17,11,0.008361914253861524,1.0
D0400,Permit register 1,Environmental & H&S,08 Environmental & H&S,21,5,0.9353377087272918,1.0
D0401,COSHH assessment 30,Environmental & H&S,08 Environmental & H&S,18,2,2.2867445450235495,1.0
D0402,COSHH assessment 5,Environmental & H&S,08 Environmental & H&S,22,8,1.0462820565128177,1.0
D0403,COSHH assessment 13,Environmental & H&S,08 Environmental & H&S,12,7,1.1978205105355801,1.0
D0404,Accident log 24,Environmental & H&S,08 Environmental & H&S,15,16,0.6090201396090172,1.0
D0405,COSHH assessment 12,Environmental & H&S,08 Environmental & H&S,14,15,0.9751052122859192,1.0
D0406,Permit register 2,Environmental & H&S,08 Environmental & H&S,25,8,0.7380792536581464,1.0
D0407,Policy schedule 28,Insurance,09 Insurance,18,17,0.36546718975392806,1.0
D0408,Broker report 10,Insurance,09 Insurance,13,16,2.36553174755158,1.0
D0409,Broker report 29,Insurance,09 Insurance,16,3,1.4409978185688825,1.0
D0410,Broker report 4,Insurance,09 Insurance,20,1,1.0395595825836845,1.0
D0411,Broker report 32,Insurance,09 Insurance,16,12,0.853235096456817,1.0
D0412,Claims history 22,Insurance,09 Insurance,22,13,1.327917181363981,1.0
D0413,Policy schedule 9,Insurance,09 Insurance,12,7,0.3180583116379689,1.0
D0414,Claims history 25,Insurance,09 Insurance,17,16,1.1102874199186459,1.0
D0415,Policy schedule 23,Insurance,09 Insurance,22,12,0.026782005446259582,1.0
D0416,Broker report 25,Insurance,09 Insurance,19,11,0.0215898315436705,1.0
D0417,Claims history 3,Insurance,09 Insurance,20,2,1.7506014187289698,1.0
D0418,Broker report 25,Insurance,09 Insurance,14,5,1.079650037518239,1.0
D0419,Broker report 31,Insurance,09 Insurance,15,10,0.8354207985854963,1.0
D0420,Policy schedule 10,Insurance,09 Insurance,14,3,0.7366246712807737,1.0
D0421,Claims history 38,Insurance,09 Insurance,13,15,0.017756484390973146,1.0
D0422,Claims history 24,Insurance,09 Insurance,12,15,0.024760899010197828,1.0
D0423,Claims history 25,Insurance,09 Insurance,11,13,0.989758249549506,1.0
D0424,Policy schedule 28,Insurance,09 Insurance,27,3,1.081807768938941,1.0
H001,Actuarial valuation — Thornbury Pension Scheme,HR & Pensions,04 HR & Pensions,168,3,1.0,5.8
H002,Master supply agreement — Halstead Aerospace,Commercial & Customers,02 Commercial & Customers,94,1,1.0,5.2
H003,"Revenue and margin by customer, FY22–FY25",Commercial & Customers,02 Commercial & Customers,41,4,1.0,3.6
H004,Phase I environmental report — Tipton site,Environmental & H&S,08 Environmental & H&S,77,0,1.0,3.1
H005,Litigation schedule and counsel opinions,Legal & Corporate,03 Legal & Corporate,53,3,1.0,2.7
H006,Working capital: 36-month normalisation,Financial,01 Financial,62,1,1.0,3.3
H007,Management accounts — December 2025,Financial,01 Financial,38,3,1.0,2.4
H008,Senior employment contracts and LTIP,HR & Pensions,04 HR & Pensions,44,0,1.0,2.0
