asset_id,cost_centre,division,site,asset_class,cost,nbv
FA000311,TP-SALES,Thermal Products,TP-SALES site,Fixtures & fittings,78111.08,40383.76
FA000312,TP-SALES,Thermal Products,TP-SALES site,Motor vehicles,78636.92,31612.64
FA000313,TP-SALES,Thermal Products,TP-SALES site,Plant & machinery,66223.36,26498.02
FA000314,TP-SALES,Thermal Products,TP-SALES site,Plant & machinery,97284.92,65656.48
FA000315,TP-SALES,Thermal Products,TP-SALES site,IT equipment,69622.13,12758.88
FA000316,TP-SALES,Thermal Products,TP-SALES site,Leasehold improvements,88501.91,29299.08
FA000317,TP-SALES,Thermal Products,TP-SALES site,Plant & machinery,70256.0,101552.73
FA000318,TP-SALES,Thermal Products,TP-SALES site,IT equipment,64084.42,67069.84
FA000319,TP-SALES,Thermal Products,TP-SALES site,Plant & machinery,55629.72,34077.5
FA000320,TP-SALES,Thermal Products,TP-SALES site,Leasehold improvements,55659.94,32013.47
FA000321,TP-SALES,Thermal Products,TP-SALES site,Fixtures & fittings,54146.16,14106.36
FA000322,TP-SALES,Thermal Products,TP-SALES site,IT equipment,91012.04,37491.19
FA000323,TP-SALES,Thermal Products,TP-SALES site,IT equipment,81720.76,25850.42
FA000324,TP-SALES,Thermal Products,TP-SALES site,Fixtures & fittings,65302.89,36660.42
FA000325,TP-SALES,Thermal Products,TP-SALES site,Plant & machinery,81471.7,80405.86
FA000326,TP-SALES,Thermal Products,TP-SALES site,Plant & machinery,67231.08,25817.98
FA000327,TP-SALES,Thermal Products,TP-SALES site,Plant & machinery,60301.88,35452.07
FA000328,TP-SALES,Thermal Products,TP-SALES site,Motor vehicles,76687.96,43488.48
FA000329,TP-ENG,Thermal Products,TP-ENG site,IT equipment,57925.86,37174.0
FA000330,TP-ENG,Thermal Products,TP-ENG site,Plant & machinery,88568.83,26709.21
FA000331,TP-ENG,Thermal Products,TP-ENG site,Leasehold improvements,70278.56,27298.16
FA000332,TP-ENG,Thermal Products,TP-ENG site,Fixtures & fittings,95471.83,15512.98
FA000333,TP-ENG,Thermal Products,TP-ENG site,IT equipment,64676.57,66514.75
FA000334,TP-ENG,Thermal Products,TP-ENG site,Plant & machinery,73647.12,20821.66
FA000335,TP-ENG,Thermal Products,TP-ENG site,Leasehold improvements,86707.08,23892.35
FA000336,TP-ENG,Thermal Products,TP-ENG site,Plant & machinery,74379.78,29828.91
FA000337,TP-ENG,Thermal Products,TP-ENG site,Plant & machinery,82272.57,23355.7
FA000338,TP-ENG,Thermal Products,TP-ENG site,Plant & machinery,60220.61,21270.51
FA000339,TP-ENG,Thermal Products,TP-ENG site,Plant & machinery,89279.46,17850.26
FA000340,TP-ENG,Thermal Products,TP-ENG site,Fixtures & fittings,53883.37,30800.42
FA000341,TP-ENG,Thermal Products,TP-ENG site,Plant & machinery,75250.02,21316.91
FA000342,TP-ENG,Thermal Products,TP-ENG site,Fixtures & fittings,78814.13,14069.4
FA000343,TP-ENG,Thermal Products,TP-ENG site,IT equipment,90092.06,44558.81
FA000344,TP-ENG,Thermal Products,TP-ENG site,Plant & machinery,81513.95,12957.61
FA000345,TP-ENG,Thermal Products,TP-ENG site,IT equipment,65136.6,14182.21
FA000346,TP-ENG,Thermal Products,TP-ENG site,Plant & machinery,73395.08,27366.28
FA000347,TP-ENG,Thermal Products,TP-ENG site,Plant & machinery,84100.14,82974.44
FA000348,TP-ENG,Thermal Products,TP-ENG site,IT equipment,57076.36,30576.03
FA000349,TP-ENG,Thermal Products,TP-ENG site,Plant & machinery,53908.72,17827.85
FA000350,TP-ENG,Thermal Products,TP-ENG site,Plant & machinery,85642.66,27368.86
FA000351,TP-ENG,Thermal Products,TP-ENG site,Plant & machinery,88379.07,55856.03
FA000352,TP-ENG,Thermal Products,TP-ENG site,Motor vehicles,69016.39,48347.82
FA000353,TP-ENG,Thermal Products,TP-ENG site,Plant & machinery,57133.08,83780.47
FA000354,TP-ENG,Thermal Products,TP-ENG site,Leasehold improvements,93955.55,43461.48
FA000355,TP-ENG,Thermal Products,TP-ENG site,Plant & machinery,94731.29,24613.46
FA000356,TP-ENG,Thermal Products,TP-ENG site,Leasehold improvements,66075.14,58570.01
FA000357,TP-ENG,Thermal Products,TP-ENG site,Leasehold improvements,78717.35,17279.58
FA000358,TP-ENG,Thermal Products,TP-ENG site,IT equipment,72438.87,31909.66
FA000359,TP-ENG,Thermal Products,TP-ENG site,Plant & machinery,82880.98,69424.86
FA000360,TP-ENG,Thermal Products,TP-ENG site,Plant & machinery,70081.86,40221.0
FA000361,TP-ENG,Thermal Products,TP-ENG site,Plant & machinery,90709.98,48806.94
FA000362,TP-ENG,Thermal Products,TP-ENG site,Plant & machinery,84468.38,18784.33
FA000363,TP-ENG,Thermal Products,TP-ENG site,Leasehold improvements,63743.13,30783.41
FA000364,TP-ENG,Thermal Products,TP-ENG site,Plant & machinery,89616.38,63141.64
FA000365,TP-ENG,Thermal Products,TP-ENG site,IT equipment,74093.94,17337.66
FA000366,TP-ENG,Thermal Products,TP-ENG site,Plant & machinery,68406.29,20453.71
FA000367,TP-ENG,Thermal Products,TP-ENG site,IT equipment,69534.85,24181.23
FA000368,TP-ENG,Thermal Products,TP-ENG site,Plant & machinery,67442.85,43117.56
FA000369,TP-ENG,Thermal Products,TP-ENG site,Motor vehicles,93732.81,53473.39
FA000370,TP-ENG,Thermal Products,TP-ENG site,Plant & machinery,76794.32,63778.5
FA000371,TP-ENG,Thermal Products,TP-ENG site,Leasehold improvements,70628.99,35844.01
FA000372,TP-ENG,Thermal Products,TP-ENG site,Leasehold improvements,79720.21,32838.97
FA000373,TP-ENG,Thermal Products,TP-ENG site,Fixtures & fittings,89348.08,38404.24
FA000374,TP-ENG,Thermal Products,TP-ENG site,Motor vehicles,62249.45,38973.46
FA000375,TP-ENG,Thermal Products,TP-ENG site,Plant & machinery,95444.89,35229.0
FA000376,TP-ENG,Thermal Products,TP-ENG site,Plant & machinery,56394.43,25271.23
FA000377,FC-OPS,Flow Control,FC-OPS site,IT equipment,69000.18,30520.85
FA000378,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,91214.58,11414.88
FA000379,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,53590.84,37194.31
FA000380,FC-OPS,Flow Control,FC-OPS site,Leasehold improvements,66819.99,41890.56
FA000381,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,74186.73,68138.09
FA000382,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,77624.36,21927.41
FA000383,FC-OPS,Flow Control,FC-OPS site,IT equipment,98685.17,121857.32
FA000384,FC-OPS,Flow Control,FC-OPS site,Fixtures & fittings,84045.09,27702.46
FA000385,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,83875.4,19788.3
FA000386,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,98763.13,26640.41
FA000387,FC-OPS,Flow Control,FC-OPS site,IT equipment,79493.11,30773.22
FA000388,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,82684.9,62894.36
FA000389,FC-OPS,Flow Control,FC-OPS site,Motor vehicles,80232.11,23935.04
FA000390,FC-OPS,Flow Control,FC-OPS site,Leasehold improvements,77901.93,15231.27
FA000391,FC-OPS,Flow Control,FC-OPS site,IT equipment,92008.98,79089.7
FA000392,FC-OPS,Flow Control,FC-OPS site,IT equipment,79157.36,32581.61
FA000393,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,86015.57,44687.73
FA000394,FC-OPS,Flow Control,FC-OPS site,IT equipment,85258.93,40667.17
FA000395,FC-OPS,Flow Control,FC-OPS site,IT equipment,63229.95,26543.18
FA000396,FC-OPS,Flow Control,FC-OPS site,IT equipment,80265.04,115687.29
FA000397,FC-OPS,Flow Control,FC-OPS site,Motor vehicles,76232.7,27768.6
FA000398,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,64500.05,19228.34
FA000399,FC-OPS,Flow Control,FC-OPS site,Leasehold improvements,54471.48,100378.58
FA000400,FC-OPS,Flow Control,FC-OPS site,Fixtures & fittings,79261.02,20432.95
FA000401,FC-OPS,Flow Control,FC-OPS site,Fixtures & fittings,62378.1,21042.22
FA000402,FC-OPS,Flow Control,FC-OPS site,IT equipment,64726.99,53004.63
FA000403,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,85022.98,13692.26
FA000404,FC-OPS,Flow Control,FC-OPS site,IT equipment,97989.84,68613.36
FA000405,FC-OPS,Flow Control,FC-OPS site,Leasehold improvements,79975.43,72578.81
FA000406,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,63609.4,24568.36
FA000407,FC-OPS,Flow Control,FC-OPS site,IT equipment,96518.07,28467.37
FA000408,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,95258.73,27597.48
FA000409,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,68880.4,44506.48
FA000410,FC-OPS,Flow Control,FC-OPS site,Motor vehicles,63723.88,35105.16
FA000411,FC-OPS,Flow Control,FC-OPS site,IT equipment,82556.22,37960.57
FA000412,FC-OPS,Flow Control,FC-OPS site,Leasehold improvements,84803.52,58026.82
FA000413,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,86041.48,22405.32
FA000414,FC-OPS,Flow Control,FC-OPS site,Fixtures & fittings,85087.18,61191.58
FA000415,FC-OPS,Flow Control,FC-OPS site,Leasehold improvements,67372.75,43202.5
FA000416,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,64860.47,57524.72
FA000417,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,58719.33,17200.54
FA000418,FC-OPS,Flow Control,FC-OPS site,Leasehold improvements,55353.92,49221.98
FA000419,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,64550.51,53220.01
FA000420,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,88759.79,42151.96
FA000421,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,58004.2,52126.12
FA000422,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,69076.56,40630.69
FA000423,FC-OPS,Flow Control,FC-OPS site,IT equipment,79796.32,35161.58
FA000424,FC-OPS,Flow Control,FC-OPS site,Fixtures & fittings,96712.02,28658.68
FA000425,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,64117.33,69823.62
FA000426,FC-OPS,Flow Control,FC-OPS site,Leasehold improvements,96016.03,57999.31
FA000427,FC-OPS,Flow Control,FC-OPS site,IT equipment,70608.19,57363.76
FA000428,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,62574.15,43216.27
FA000429,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,86073.94,14929.51
FA000430,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,80425.14,22438.32
FA000431,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,77319.6,16203.79
FA000432,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,90217.27,26066.33
FA000433,FC-OPS,Flow Control,FC-OPS site,Fixtures & fittings,76533.72,52654.4
FA000434,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,68089.23,28963.98
FA000435,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,66374.16,32078.62
FA000436,FC-OPS,Flow Control,FC-OPS site,IT equipment,65693.86,17573.46
FA000437,FC-OPS,Flow Control,FC-OPS site,Fixtures & fittings,73870.68,34605.92
FA000438,FC-OPS,Flow Control,FC-OPS site,Fixtures & fittings,74875.72,58934.24
FA000439,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,68467.16,37867.72
FA000440,FC-OPS,Flow Control,FC-OPS site,IT equipment,90679.93,32034.96
FA000441,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,55181.11,11221.26
FA000442,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,83199.39,45642.54
FA000443,FC-OPS,Flow Control,FC-OPS site,IT equipment,62682.05,23540.39
FA000444,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,58020.16,19147.7
FA000445,FC-OPS,Flow Control,FC-OPS site,Fixtures & fittings,77791.79,31388.48
FA000446,FC-OPS,Flow Control,FC-OPS site,Fixtures & fittings,53566.56,60349.17
FA000447,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,88686.43,34785.54
FA000448,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,82076.51,35962.35
FA000449,FC-OPS,Flow Control,FC-OPS site,Fixtures & fittings,94068.8,37970.79
FA000450,FC-OPS,Flow Control,FC-OPS site,Fixtures & fittings,78353.17,15387.99
FA000451,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,80331.16,35879.11
FA000452,FC-OPS,Flow Control,FC-OPS site,IT equipment,85109.93,41293.95
FA000453,FC-OPS,Flow Control,FC-OPS site,IT equipment,91674.52,24071.7
FA000454,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,61173.03,31844.12
FA000455,FC-OPS,Flow Control,FC-OPS site,Fixtures & fittings,76942.5,19903.22
FA000456,FC-OPS,Flow Control,FC-OPS site,Motor vehicles,58126.43,21623.35
FA000457,FC-OPS,Flow Control,FC-OPS site,Leasehold improvements,79230.22,31009.0
FA000458,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,55184.1,38103.91
FA000459,FC-OPS,Flow Control,FC-OPS site,Fixtures & fittings,96432.75,48682.57
FA000460,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,64043.63,30620.13
FA000461,FC-OPS,Flow Control,FC-OPS site,Fixtures & fittings,76336.71,18528.21
FA000462,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,94992.37,21636.62
FA000463,FC-OPS,Flow Control,FC-OPS site,Leasehold improvements,88108.47,36247.04
FA000464,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,81654.62,17335.0
FA000465,FC-OPS,Flow Control,FC-OPS site,IT equipment,98145.33,44855.78
FA000466,FC-OPS,Flow Control,FC-OPS site,IT equipment,77547.17,24366.58
FA000467,FC-OPS,Flow Control,FC-OPS site,IT equipment,84703.66,39944.87
FA000468,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,79548.1,25112.2
FA000469,FC-OPS,Flow Control,FC-OPS site,Motor vehicles,81381.96,32506.26
FA000470,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,65625.5,25223.97
FA000471,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,96609.31,18482.99
FA000472,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,98357.52,38355.75
FA000473,FC-OPS,Flow Control,FC-OPS site,IT equipment,68721.59,22008.85
FA000474,FC-OPS,Flow Control,FC-OPS site,Fixtures & fittings,78946.44,21701.0
FA000475,FC-OPS,Flow Control,FC-OPS site,Leasehold improvements,60927.57,48965.38
FA000476,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,66284.41,68886.35
FA000477,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,71211.05,27214.57
FA000478,FC-OPS,Flow Control,FC-OPS site,Motor vehicles,86967.51,50197.18
FA000479,FC-OPS,Flow Control,FC-OPS site,Motor vehicles,85265.64,33432.28
FA000480,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,86371.1,63389.69
FA000481,FC-OPS,Flow Control,FC-OPS site,Leasehold improvements,72617.42,8115.53
FA000482,FC-OPS,Flow Control,FC-OPS site,IT equipment,83211.37,68767.87
FA000483,FC-OPS,Flow Control,FC-OPS site,Motor vehicles,82835.55,72635.27
FA000484,FC-OPS,Flow Control,FC-OPS site,IT equipment,87593.18,12118.27
FA000485,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,62847.59,78214.5
FA000486,FC-OPS,Flow Control,FC-OPS site,Fixtures & fittings,89654.73,34002.39
FA000487,FC-OPS,Flow Control,FC-OPS site,IT equipment,74627.24,33724.91
FA000488,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,93824.7,33889.16
FA000489,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,91608.91,51791.13
FA000490,FC-OPS,Flow Control,FC-OPS site,Fixtures & fittings,60032.69,30117.79
FA000491,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,65585.34,32149.76
FA000492,FC-OPS,Flow Control,FC-OPS site,IT equipment,88852.1,116895.65
FA000493,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,96263.96,15162.6
FA000494,FC-OPS,Flow Control,FC-OPS site,IT equipment,80404.71,38489.77
FA000495,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,61677.97,40222.13
FA000496,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,82454.44,54792.87
FA000497,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,66012.86,29537.33
FA000498,FC-OPS,Flow Control,FC-OPS site,Plant & machinery,91554.2,34911.55
FA000499,FC-OPS,Flow Control,FC-OPS site,Leasehold improvements,75466.07,40396.01
FA000500,FC-OPS,Flow Control,FC-OPS site,IT equipment,96713.3,31868.5
FA000501,FC-OPS,Flow Control,FC-OPS site,Motor vehicles,66977.58,56724.13
FA000502,FC-OPS,Flow Control,FC-OPS site,IT equipment,89079.4,15496.03
FA000503,FC-OPS,Flow Control,FC-OPS site,Motor vehicles,80081.47,36277.38
FA000504,FC-OPS,Flow Control,FC-OPS site,Fixtures & fittings,97938.09,98253.85
FA000505,FC-OPS,Flow Control,FC-OPS site,IT equipment,97473.76,10886.83
FA000506,FC-SALES,Flow Control,FC-SALES site,IT equipment,75887.25,27095.62
FA000507,FC-SALES,Flow Control,FC-SALES site,IT equipment,54140.18,28165.53
FA000508,FC-SALES,Flow Control,FC-SALES site,Motor vehicles,88625.2,28686.61
FA000509,FC-SALES,Flow Control,FC-SALES site,IT equipment,96202.02,28493.16
FA000510,FC-SALES,Flow Control,FC-SALES site,Motor vehicles,69678.21,11472.09
FA000511,FC-SALES,Flow Control,FC-SALES site,Motor vehicles,76073.08,7227.93
FA000512,FC-SALES,Flow Control,FC-SALES site,IT equipment,78475.5,51485.83
FA000513,FC-SALES,Flow Control,FC-SALES site,Leasehold improvements,79174.29,35169.37
FA000514,FC-SALES,Flow Control,FC-SALES site,Fixtures & fittings,58276.84,19161.56
FA000515,FC-SALES,Flow Control,FC-SALES site,Leasehold improvements,73588.63,36341.02
FA000516,FC-SALES,Flow Control,FC-SALES site,Leasehold improvements,70139.04,22799.4
FA000517,FC-SALES,Flow Control,FC-SALES site,Plant & machinery,80184.81,30770.03
FA000518,FC-SALES,Flow Control,FC-SALES site,Motor vehicles,65883.38,30919.01
FA000519,FC-SALES,Flow Control,FC-SALES site,Fixtures & fittings,69976.63,76059.69
FA000520,FC-SALES,Flow Control,FC-SALES site,Fixtures & fittings,80045.1,60371.02
FA000521,FC-SALES,Flow Control,FC-SALES site,Plant & machinery,75213.61,55549.72
FA000522,FC-SALES,Flow Control,FC-SALES site,Fixtures & fittings,62140.65,29764.38
FA000523,FC-SALES,Flow Control,FC-SALES site,Plant & machinery,98557.65,25461.88
FA000524,FC-SALES,Flow Control,FC-SALES site,IT equipment,65539.62,43359.09
FA000525,FC-SALES,Flow Control,FC-SALES site,Leasehold improvements,89457.01,46305.72
FA000526,FC-SALES,Flow Control,FC-SALES site,Fixtures & fittings,69496.33,32123.18
FA000527,FC-SALES,Flow Control,FC-SALES site,IT equipment,80879.54,28102.18
FA000528,FC-SALES,Flow Control,FC-SALES site,Fixtures & fittings,97948.84,41252.39
FA000529,FC-SALES,Flow Control,FC-SALES site,Plant & machinery,74231.15,76897.13
FA000530,FC-SALES,Flow Control,FC-SALES site,Leasehold improvements,87217.12,33240.44
FA000531,FC-SALES,Flow Control,FC-SALES site,Plant & machinery,85140.08,78131.69
FA000532,FC-SALES,Flow Control,FC-SALES site,Plant & machinery,90654.05,21887.12
FA000533,FC-SALES,Flow Control,FC-SALES site,Plant & machinery,60557.58,53984.31
FA000534,FC-SALES,Flow Control,FC-SALES site,Leasehold improvements,88403.0,12380.2
FA000535,FC-SALES,Flow Control,FC-SALES site,Leasehold improvements,58829.01,13045.69
FA000536,FC-SALES,Flow Control,FC-SALES site,Leasehold improvements,79189.23,48922.62
FA000537,FC-SALES,Flow Control,FC-SALES site,Plant & machinery,53306.88,14304.34
FA000538,FC-SALES,Flow Control,FC-SALES site,Motor vehicles,81670.36,54461.49
FA000539,FC-SALES,Flow Control,FC-SALES site,Plant & machinery,60624.03,14075.1
FA000540,FC-SALES,Flow Control,FC-SALES site,Plant & machinery,86060.76,102454.53
FA000541,FC-SALES,Flow Control,FC-SALES site,Plant & machinery,97908.95,35831.88
FA000542,FC-SALES,Flow Control,FC-SALES site,Motor vehicles,89274.24,82785.8
FA000543,FC-SALES,Flow Control,FC-SALES site,IT equipment,63990.08,45566.73
FA000544,FC-SALES,Flow Control,FC-SALES site,IT equipment,61537.65,29023.21
FA000545,FC-SALES,Flow Control,FC-SALES site,Plant & machinery,89506.58,26221.68
FA000546,FC-SALES,Flow Control,FC-SALES site,Fixtures & fittings,81039.6,18465.34
FA000547,FC-SALES,Flow Control,FC-SALES site,Plant & machinery,85679.68,45753.63
FA000548,FC-SALES,Flow Control,FC-SALES site,Plant & machinery,90835.82,51443.88
FA000549,FC-SALES,Flow Control,FC-SALES site,IT equipment,85733.57,44338.6
FA000550,FC-SALES,Flow Control,FC-SALES site,Fixtures & fittings,53377.43,29222.84
FA000551,FC-SALES,Flow Control,FC-SALES site,Fixtures & fittings,61342.44,70658.87
FA000552,FC-SALES,Flow Control,FC-SALES site,IT equipment,96636.61,38602.61
FA000553,FC-SALES,Flow Control,FC-SALES site,IT equipment,87917.87,49439.07
FA000554,FC-SALES,Flow Control,FC-SALES site,IT equipment,57503.22,24140.14
FA000555,FC-SALES,Flow Control,FC-SALES site,Leasehold improvements,97272.94,16253.34
FA000556,FC-SALES,Flow Control,FC-SALES site,Fixtures & fittings,62417.5,26705.21
FA000557,FC-SALES,Flow Control,FC-SALES site,IT equipment,89229.38,34642.1
FA000558,FC-SALES,Flow Control,FC-SALES site,Plant & machinery,83671.2,29013.37
FA000559,FC-SALES,Flow Control,FC-SALES site,Plant & machinery,84260.78,33067.44
FA000560,FC-SALES,Flow Control,FC-SALES site,Fixtures & fittings,66052.95,21509.05
FA000561,FC-SALES,Flow Control,FC-SALES site,Plant & machinery,56684.2,52881.1
FA000562,FC-SALES,Flow Control,FC-SALES site,IT equipment,83912.21,17412.44
FA000563,FC-SALES,Flow Control,FC-SALES site,Leasehold improvements,86875.95,23192.65
FA000564,FC-SALES,Flow Control,FC-SALES site,Fixtures & fittings,83412.06,26796.74
FA000565,FC-SALES,Flow Control,FC-SALES site,Fixtures & fittings,57784.84,14414.1
FA000566,FC-SALES,Flow Control,FC-SALES site,IT equipment,96151.91,47158.44
FA000567,FC-SALES,Flow Control,FC-SALES site,Plant & machinery,63202.4,25049.22
FA000568,FC-SALES,Flow Control,FC-SALES site,Plant & machinery,70791.14,39707.67
FA000569,FC-SALES,Flow Control,FC-SALES site,Motor vehicles,75994.24,105244.27
FA000570,FC-SALES,Flow Control,FC-SALES site,Leasehold improvements,90647.18,48898.34
FA000571,FC-SALES,Flow Control,FC-SALES site,IT equipment,90938.42,19711.46
FA000572,FC-SALES,Flow Control,FC-SALES site,IT equipment,61278.49,26350.78
FA000573,FC-SALES,Flow Control,FC-SALES site,Fixtures & fittings,77163.62,32821.46
FA000574,FC-SALES,Flow Control,FC-SALES site,IT equipment,88057.82,30923.67
FA000575,FC-SALES,Flow Control,FC-SALES site,Leasehold improvements,86007.26,53414.32
FA000576,FC-SALES,Flow Control,FC-SALES site,Plant & machinery,82717.51,14047.76
FA000577,FC-SALES,Flow Control,FC-SALES site,IT equipment,64501.99,64762.65
FA000578,FC-SALES,Flow Control,FC-SALES site,Fixtures & fittings,74131.49,38563.29
FA000579,FC-SALES,Flow Control,FC-SALES site,Leasehold improvements,73755.06,32132.04
FA000580,FC-SALES,Flow Control,FC-SALES site,Leasehold improvements,61151.66,21650.19
FA000581,FC-SALES,Flow Control,FC-SALES site,Leasehold improvements,62336.47,15981.25
FA000582,FC-SALES,Flow Control,FC-SALES site,IT equipment,73437.02,28908.42
FA000583,FC-SALES,Flow Control,FC-SALES site,Plant & machinery,81843.07,24307.69
FA000584,FC-SALES,Flow Control,FC-SALES site,IT equipment,56452.96,33182.46
FA000585,FC-SALES,Flow Control,FC-SALES site,Plant & machinery,85337.05,52271.04
FA000586,FC-SALES,Flow Control,FC-SALES site,Motor vehicles,76250.86,28774.16
FA000587,FC-SALES,Flow Control,FC-SALES site,Plant & machinery,78399.65,32729.89
FA000588,FC-SALES,Flow Control,FC-SALES site,Plant & machinery,93978.19,85678.82
FA000589,FC-SALES,Flow Control,FC-SALES site,Leasehold improvements,63908.71,50856.94
FA000590,FC-ENG,Flow Control,FC-ENG site,Fixtures & fittings,66751.87,38561.72
FA000591,FC-ENG,Flow Control,FC-ENG site,Plant & machinery,97497.61,31131.13
FA000592,FC-ENG,Flow Control,FC-ENG site,Plant & machinery,97482.59,33940.64
FA000593,FC-ENG,Flow Control,FC-ENG site,Motor vehicles,95825.78,59215.82
FA000594,FC-ENG,Flow Control,FC-ENG site,Plant & machinery,88731.75,75804.54
FA000595,FC-ENG,Flow Control,FC-ENG site,IT equipment,61019.11,36860.22
FA000596,FC-ENG,Flow Control,FC-ENG site,Leasehold improvements,57605.02,44723.94
FA000597,FC-ENG,Flow Control,FC-ENG site,Motor vehicles,89718.25,25280.07
FA000598,FC-ENG,Flow Control,FC-ENG site,Leasehold improvements,88099.36,47694.31
FA000599,FC-ENG,Flow Control,FC-ENG site,Plant & machinery,69243.5,16249.0
FA000600,FC-ENG,Flow Control,FC-ENG site,Plant & machinery,86028.98,24305.51
FA000601,FC-ENG,Flow Control,FC-ENG site,Plant & machinery,72044.52,65701.17
FA000602,FC-ENG,Flow Control,FC-ENG site,Plant & machinery,60882.04,35100.91
FA000603,FC-ENG,Flow Control,FC-ENG site,Plant & machinery,90928.41,100263.94
FA000604,FC-ENG,Flow Control,FC-ENG site,Plant & machinery,87163.06,36976.65
FA000605,FC-ENG,Flow Control,FC-ENG site,Plant & machinery,76542.19,28345.76
FA000606,FC-ENG,Flow Control,FC-ENG site,Plant & machinery,73157.16,23609.34
FA000607,FC-ENG,Flow Control,FC-ENG site,IT equipment,86057.24,59158.69
FA000608,FC-ENG,Flow Control,FC-ENG site,IT equipment,68660.32,60985.13
FA000609,FC-ENG,Flow Control,FC-ENG site,IT equipment,84532.17,29545.52
FA000610,FC-ENG,Flow Control,FC-ENG site,Plant & machinery,61262.81,42241.48
FA000611,FC-ENG,Flow Control,FC-ENG site,IT equipment,74209.74,14129.39
FA000612,FC-ENG,Flow Control,FC-ENG site,IT equipment,78142.49,61734.83
FA000613,FC-ENG,Flow Control,FC-ENG site,IT equipment,67762.5,73296.73
FA000614,FC-ENG,Flow Control,FC-ENG site,IT equipment,56066.98,50793.36
FA000615,FC-ENG,Flow Control,FC-ENG site,Fixtures & fittings,61833.7,18064.16
FA000616,FC-ENG,Flow Control,FC-ENG site,Leasehold improvements,95913.81,36960.74
FA000617,FC-ENG,Flow Control,FC-ENG site,Plant & machinery,82045.88,17566.67
FA000618,FC-ENG,Flow Control,FC-ENG site,IT equipment,72791.69,38525.72
FA000619,FC-ENG,Flow Control,FC-ENG site,Fixtures & fittings,92006.02,50306.61
FA000620,ES-OPS,Electrical Systems,ES-OPS site,IT equipment,56618.37,30254.02
FA000621,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,61061.64,59513.99
FA000622,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,97538.65,35083.23
FA000623,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,97487.13,39052.6
FA000624,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,62660.65,29553.39
FA000625,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,67968.82,26472.09
FA000626,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,83993.42,40380.68
